Bonds,,Date,XS0563106730,XS1324446092,XS0821175717,XS0462887349,XS1381693248
,,2/8/2012,102.97,NA,NA,105.32,NA
,,2/9/2012,103.05,NA,NA,105.33,NA
,,2/10/2012,103.2,NA,NA,105.31,NA
,,2/13/2012,103.04,NA,NA,105.34,NA
,,2/14/2012,103.28,NA,NA,105.42,NA
,,2/15/2012,103.61,NA,NA,105.77,NA
,,2/16/2012,103.67,NA,NA,105.79,NA
,,2/17/2012,103.43,NA,NA,105.7,NA
,,2/20/2012,102.84,NA,NA,105.59,NA
,,2/21/2012,103.22,NA,NA,105.59,NA
,,2/22/2012,103.54,NA,NA,105.61,NA
,,2/23/2012,103.63,NA,NA,105.62,NA
,,2/24/2012,103.69,NA,NA,105.63,NA
,,2/27/2012,104.04,NA,NA,105.8,NA
,,2/28/2012,104.3,NA,NA,105.86,NA
,,2/29/2012,104.17,NA,NA,105.94,NA
,,3/1/2012,104.04,NA,NA,105.95,NA
,,3/2/2012,104.13,NA,NA,105.93,NA
,,3/5/2012,104.23,NA,NA,106.04,NA
,,3/6/2012,104.3,NA,NA,106.11,NA
,,3/7/2012,104.25,NA,NA,106.08,NA
,,3/8/2012,104.24,NA,NA,106.07,NA
,,3/9/2012,104.27,NA,NA,106.04,NA
,,3/12/2012,104.36,NA,NA,106.1,NA
,,3/13/2012,104.31,NA,NA,106.28,NA
,,3/14/2012,103.57,NA,NA,106.07,NA
,,3/15/2012,103.28,NA,NA,105.65,NA
,,3/16/2012,103.05,NA,NA,105.52,NA
,,3/19/2012,102.77,NA,NA,105.85,NA
,,3/20/2012,102.81,NA,NA,105.87,NA
,,3/21/2012,102.88,NA,NA,105.85,NA
,,3/22/2012,103.03,NA,NA,105.84,NA
,,3/23/2012,103.43,NA,NA,106.04,NA
,,3/26/2012,103.2,NA,NA,105.79,NA
,,3/27/2012,103.44,NA,NA,105.77,NA
,,3/28/2012,103.66,NA,NA,106.01,NA
,,3/29/2012,103.85,NA,NA,106.18,NA
,,3/30/2012,103.39,NA,NA,106.01,NA
,,4/2/2012,103.86,NA,NA,106.1,NA
,,4/3/2012,103.93,NA,NA,106.06,NA
,,4/4/2012,103.96,NA,NA,105.92,NA
,,4/5/2012,104,NA,NA,105.95,NA
,,4/6/2012,104,NA,NA,105.95,NA
,,4/9/2012,104,NA,NA,105.95,NA
,,4/10/2012,104.34,NA,NA,105.9,NA
,,4/11/2012,104.48,NA,NA,105.94,NA
,,4/12/2012,104.48,NA,NA,105.88,NA
,,4/13/2012,104.21,NA,NA,105.7,NA
,,4/16/2012,104.55,NA,NA,105.93,NA
,,4/17/2012,104.24,NA,NA,105.74,NA
,,4/18/2012,104.46,NA,NA,105.73,NA
,,4/19/2012,104.4,NA,NA,105.74,NA
,,4/20/2012,104.5,NA,NA,105.78,NA
,,4/23/2012,104.5,NA,NA,105.82,NA
,,4/24/2012,104.46,NA,NA,105.77,NA
,,4/25/2012,104.21,NA,NA,105.68,NA
,,4/26/2012,104.55,NA,NA,105.86,NA
,,4/27/2012,104.89,NA,NA,105.82,NA
,,4/30/2012,105.01,NA,NA,105.87,NA
,,5/1/2012,105.23,NA,NA,106.33,NA
,,5/2/2012,105.14,NA,NA,105.89,NA
,,5/3/2012,105.31,NA,NA,105.96,NA
,,5/4/2012,105.36,NA,NA,106.16,NA
,,5/7/2012,105.83,NA,NA,106.29,NA
,,5/8/2012,105.69,NA,NA,106.09,NA
,,5/9/2012,105.84,NA,NA,106.09,NA
,,5/10/2012,105.84,NA,NA,106.1,NA
,,5/11/2012,105.59,NA,NA,106.21,NA
,,5/14/2012,105.74,NA,NA,106.17,NA
,,5/15/2012,105.78,NA,NA,106.11,NA
,,5/16/2012,105.83,NA,NA,106.09,NA
,,5/17/2012,105.7,NA,NA,105.95,NA
,,5/18/2012,105.86,NA,NA,105.87,NA
,,5/21/2012,105.73,NA,NA,105.87,NA
,,5/22/2012,105.79,NA,NA,105.84,NA
,,5/23/2012,105.74,NA,NA,105.88,NA
,,5/24/2012,105.84,NA,NA,105.85,NA
,,5/25/2012,105.68,NA,NA,105.88,NA
,,5/28/2012,105.8,NA,NA,105.92,NA
,,5/29/2012,105.69,NA,NA,105.95,NA
,,5/30/2012,106.25,NA,NA,106.03,NA
,,5/31/2012,106.33,NA,NA,106.01,NA
,,6/1/2012,106.55,NA,NA,106.05,NA
,,6/4/2012,106.04,NA,NA,106.02,NA
,,6/5/2012,106.16,NA,NA,105.98,NA
,,6/6/2012,106.08,NA,NA,105.89,NA
,,6/7/2012,105.81,NA,NA,105.8,NA
,,6/8/2012,105.89,NA,NA,105.82,NA
,,6/11/2012,105.84,NA,NA,105.88,NA
,,6/12/2012,105.67,NA,NA,105.95,NA
,,6/13/2012,105.18,NA,NA,105.8,NA
,,6/14/2012,105.21,NA,NA,105.84,NA
,,6/15/2012,105.42,NA,NA,105.92,NA
,,6/18/2012,105.68,NA,NA,106,NA
,,6/19/2012,105.52,NA,NA,105.94,NA
,,6/20/2012,104.96,NA,NA,105.74,NA
,,6/21/2012,105,NA,NA,105.69,NA
,,6/22/2012,105.32,NA,NA,105.78,NA
,,6/25/2012,105.24,NA,NA,105.78,NA
,,6/26/2012,105.36,NA,NA,105.83,NA
,,6/27/2012,105.14,NA,NA,105.76,NA
,,6/28/2012,105.32,NA,NA,105.76,NA
,,6/29/2012,104.95,NA,NA,105.58,NA
,,7/2/2012,105.39,NA,NA,105.51,NA
,,7/3/2012,105.45,NA,NA,105.7,NA
,,7/4/2012,105.72,NA,NA,106.14,NA
,,7/5/2012,105.86,NA,NA,106.14,NA
,,7/6/2012,106.51,NA,NA,106.31,NA
,,7/9/2012,106.63,NA,NA,106.31,NA
,,7/10/2012,106.58,NA,NA,106.31,NA
,,7/11/2012,106.61,NA,NA,106.36,NA
,,7/12/2012,106.73,NA,NA,106.56,NA
,,7/13/2012,106.88,NA,NA,106.59,NA
,,7/16/2012,106.86,NA,NA,106.6,NA
,,7/17/2012,106.98,NA,NA,106.56,NA
,,7/18/2012,107.21,NA,NA,106.55,NA
,,7/19/2012,107.35,NA,NA,106.53,NA
,,7/20/2012,107.37,NA,NA,106.56,NA
,,7/23/2012,107.4,NA,NA,106.55,NA
,,7/24/2012,107.08,NA,NA,106.5,NA
,,7/25/2012,107.18,NA,NA,106.49,NA
,,7/26/2012,107.03,NA,NA,106.47,NA
,,7/27/2012,106.98,NA,NA,106.52,NA
,,7/30/2012,106.98,NA,NA,106.61,NA
,,7/31/2012,107.53,NA,NA,106.67,NA
,,8/1/2012,107.43,NA,NA,106.78,NA
,,8/2/2012,107.53,NA,NA,106.78,NA
,,8/3/2012,107.36,NA,NA,106.61,NA
,,8/6/2012,107.42,NA,NA,106.7,NA
,,8/7/2012,107.45,NA,NA,106.67,NA
,,8/8/2012,107.7,NA,NA,106.68,NA
,,8/9/2012,107.71,NA,NA,106.65,NA
,,8/10/2012,107.96,NA,NA,106.71,NA
,,8/13/2012,107.97,NA,NA,106.67,NA
,,8/14/2012,108.07,NA,NA,106.85,NA
,,8/15/2012,107.65,NA,NA,106.84,NA
,,8/16/2012,107.66,NA,NA,106.84,NA
,,8/17/2012,107.8,NA,NA,106.85,NA
,,8/20/2012,107.76,NA,NA,106.91,NA
,,8/21/2012,107.54,NA,NA,106.72,NA
,,8/22/2012,107.95,NA,NA,106.68,NA
,,8/23/2012,108.61,NA,101.51,106.83,NA
,,8/24/2012,108.67,NA,101.28,106.96,NA
,,8/27/2012,108.23,NA,101.34,106.83,NA
,,8/28/2012,108.53,NA,101.34,106.93,NA
,,8/29/2012,108.5,NA,101.36,106.91,NA
,,8/30/2012,108.52,NA,101.43,106.94,NA
,,8/31/2012,108.45,NA,101.35,106.93,NA
,,9/3/2012,108.41,NA,101.43,106.94,NA
,,9/4/2012,108.29,NA,101.13,106.91,NA
,,9/5/2012,108.25,NA,101.1,106.88,NA
,,9/6/2012,107.81,NA,100.52,106.77,NA
,,9/7/2012,107.77,NA,100.52,106.73,NA
,,9/10/2012,107.84,NA,100.62,106.85,NA
,,9/11/2012,107.74,NA,100.59,106.85,NA
,,9/12/2012,107.42,NA,100.09,106.73,NA
,,9/13/2012,107.44,NA,100.4,106.75,NA
,,9/14/2012,107.21,NA,99.92,106.69,NA
,,9/17/2012,107.22,NA,99.92,106.68,NA
,,9/18/2012,107.41,NA,100.09,106.67,NA
,,9/19/2012,107.49,NA,100.24,106.73,NA
,,9/20/2012,107.75,NA,100.49,106.7,NA
,,9/21/2012,107.81,NA,100.37,106.67,NA
,,9/24/2012,107.95,NA,100.57,106.7,NA
,,9/25/2012,108.01,NA,100.54,106.65,NA
,,9/26/2012,108.1,NA,101,106.62,NA
,,9/27/2012,108.17,NA,101,106.62,NA
,,9/28/2012,108.18,NA,100.78,106.63,NA
,,10/1/2012,108.16,NA,100.54,106.63,NA
,,10/2/2012,108.24,NA,100.56,106.66,NA
,,10/3/2012,108.32,NA,100.66,106.58,NA
,,10/4/2012,108.38,NA,100.84,106.61,NA
,,10/5/2012,108.27,NA,100.52,106.59,NA
,,10/8/2012,108.33,NA,100.71,106.57,NA
,,10/9/2012,108.38,NA,100.91,106.62,NA
,,10/10/2012,108.31,NA,100.87,106.59,NA
,,10/11/2012,108.38,NA,100.88,106.57,NA
,,10/12/2012,108.37,NA,101.1,106.56,NA
,,10/15/2012,108.49,NA,101.03,106.57,NA
,,10/16/2012,108.48,NA,100.96,106.54,NA
,,10/17/2012,108.34,NA,100.64,106.54,NA
,,10/18/2012,108.34,NA,100.66,106.49,NA
,,10/19/2012,108.4,NA,100.86,106.48,NA
,,10/22/2012,108.5,NA,100.9,106.47,NA
,,10/23/2012,108.39,NA,101,106.46,NA
,,10/24/2012,108.64,NA,101.22,106.48,NA
,,10/25/2012,108.53,NA,101.14,106.49,NA
,,10/26/2012,108.74,NA,101.44,106.54,NA
,,10/29/2012,108.99,NA,101.81,106.59,NA
,,10/30/2012,109.07,NA,101.94,106.58,NA
,,10/31/2012,109.02,NA,102.01,106.55,NA
,,11/1/2012,109.16,NA,102.12,106.54,NA
,,11/2/2012,109.28,NA,102.33,106.55,NA
,,11/5/2012,109.43,NA,102.48,106.58,NA
,,11/6/2012,109.68,NA,102.69,106.61,NA
,,11/7/2012,109.82,NA,103.1,106.6,NA
,,11/8/2012,110,NA,103.3,106.61,NA
,,11/9/2012,109.91,NA,103.44,106.6,NA
,,11/12/2012,109.88,NA,103.42,106.57,NA
,,11/13/2012,110.03,NA,103.71,106.58,NA
,,11/14/2012,109.96,NA,103.62,106.57,NA
,,11/15/2012,109.99,NA,103.65,106.54,NA
,,11/16/2012,110.03,NA,103.73,106.53,NA
,,11/19/2012,109.91,NA,103.45,106.53,NA
,,11/20/2012,109.88,NA,103.39,106.49,NA
,,11/21/2012,109.69,NA,103.24,106.45,NA
,,11/22/2012,109.58,NA,103.22,106.42,NA
,,11/23/2012,109.63,NA,103.36,106.42,NA
,,11/26/2012,109.7,NA,103.53,106.45,NA
,,11/27/2012,109.64,NA,103.45,106.37,NA
,,11/28/2012,109.8,NA,103.74,106.38,NA
,,11/29/2012,109.84,NA,103.77,106.35,NA
,,11/30/2012,109.88,NA,103.83,106.34,NA
,,12/3/2012,109.86,NA,103.75,106.32,NA
,,12/4/2012,109.75,NA,103.8,106.3,NA
,,12/5/2012,109.9,NA,104.1,106.31,NA
,,12/6/2012,110.15,NA,104.41,106.35,NA
,,12/7/2012,110.38,NA,104.68,106.43,NA
,,12/10/2012,110.5,NA,104.74,106.45,NA
,,12/11/2012,110.42,NA,104.64,106.44,NA
,,12/12/2012,110.43,NA,104.64,106.42,NA
,,12/13/2012,110.48,NA,104.67,106.4,NA
,,12/14/2012,110.53,NA,104.61,106.41,NA
,,12/17/2012,110.39,NA,104.58,106.41,NA
,,12/18/2012,110.28,NA,104.23,106.25,NA
,,12/19/2012,110.2,NA,104.33,106.33,NA
,,12/20/2012,110.2,NA,104.33,106.23,NA
,,12/21/2012,110.33,NA,104.57,106.27,NA
,,12/24/2012,110.31,NA,104.58,106.27,NA
,,12/25/2012,110.31,NA,104.58,106.27,NA
,,12/26/2012,110.31,NA,104.58,105.91,NA
,,12/27/2012,110.43,NA,104.74,106.18,NA
,,12/28/2012,110.55,NA,104.7,106.17,NA
,,12/31/2012,110.63,NA,104.8,106.25,NA
,,1/1/2013,110.63,NA,104.8,106.25,NA
,,1/2/2013,110.19,NA,104.21,106.12,NA
,,1/3/2013,110.01,NA,104.25,106.09,NA
,,1/4/2013,109.71,NA,103.92,105.94,NA
,,1/7/2013,109.75,NA,104.01,106.05,NA
,,1/8/2013,110,NA,104.15,106.12,NA
,,1/9/2013,109.95,NA,104.29,106.1,NA
,,1/10/2013,109.94,NA,104.02,106.05,NA
,,1/11/2013,109.56,NA,103.77,105.97,NA
,,1/14/2013,109.55,NA,103.83,105.94,NA
,,1/15/2013,109.59,NA,104.09,105.92,NA
,,1/16/2013,109.7,NA,104.2,105.92,NA
,,1/17/2013,109.46,NA,103.84,105.82,NA
,,1/18/2013,109.34,NA,103.84,105.77,NA
,,1/21/2013,109.36,NA,103.8,105.75,NA
,,1/22/2013,109.26,NA,103.79,105.75,NA
,,1/23/2013,109.49,NA,104.15,105.78,NA
,,1/24/2013,109.54,NA,104.14,105.79,NA
,,1/25/2013,109.11,NA,103.56,105.64,NA
,,1/28/2013,108.79,NA,103.14,105.53,NA
,,1/29/2013,108.75,NA,102.94,105.56,NA
,,1/30/2013,108.58,NA,102.64,105.51,NA
,,1/31/2013,108.63,NA,102.75,105.48,NA
,,2/1/2013,108.72,NA,102.79,105.48,NA
,,2/4/2013,108.73,NA,102.88,105.56,NA
,,2/5/2013,108.84,NA,102.86,105.53,NA
,,2/6/2013,108.87,NA,102.8,105.46,NA
,,2/7/2013,108.89,NA,102.93,105.48,NA
,,2/8/2013,109.02,NA,103.07,105.52,NA
,,2/11/2013,108.98,NA,102.98,105.49,NA
,,2/12/2013,108.93,NA,102.86,105.49,NA
,,2/13/2013,108.71,NA,102.63,105.44,NA
,,2/14/2013,108.82,NA,102.89,105.48,NA
,,2/15/2013,109.01,NA,102.96,105.5,NA
,,2/18/2013,108.99,NA,103.08,105.5,NA
,,2/19/2013,109.05,NA,103.12,105.49,NA
,,2/20/2013,108.93,NA,102.9,105.42,NA
,,2/21/2013,109.11,NA,103.28,105.43,NA
,,2/22/2013,109.17,NA,103.46,105.49,NA
,,2/25/2013,109.36,NA,103.48,105.5,NA
,,2/26/2013,109.61,NA,104.01,105.55,NA
,,2/27/2013,109.68,NA,104.03,105.61,NA
,,2/28/2013,109.69,NA,104.05,105.62,NA
,,3/1/2013,109.82,NA,104.29,105.63,NA
,,3/4/2013,109.83,NA,104.39,105.58,NA
,,3/5/2013,109.86,NA,104.35,105.6,NA
,,3/6/2013,109.79,NA,104.33,105.66,NA
,,3/7/2013,109.77,NA,104.1,105.61,NA
,,3/8/2013,109.57,NA,104.03,105.57,NA
,,3/11/2013,109.78,NA,104.12,105.59,NA
,,3/12/2013,109.81,NA,104.29,105.6,NA
,,3/13/2013,109.89,NA,104.38,105.51,NA
,,3/14/2013,109.87,NA,104.36,105.49,NA
,,3/15/2013,109.88,NA,104.46,105.5,NA
,,3/18/2013,110.23,NA,104.85,105.55,NA
,,3/19/2013,110.31,NA,104.93,105.57,NA
,,3/20/2013,110.25,NA,104.95,105.53,NA
,,3/21/2013,110.19,NA,104.86,105.52,NA
,,3/22/2013,110.17,NA,104.88,105.51,NA
,,3/25/2013,110.15,NA,104.93,105.49,NA
,,3/26/2013,110.17,NA,105.02,105.46,NA
,,3/27/2013,110.36,NA,105.33,105.49,NA
,,3/28/2013,110.41,NA,105.26,105.47,NA
,,3/29/2013,110.41,NA,105.26,105.47,NA
,,4/1/2013,110.41,NA,105.26,105.47,NA
,,4/2/2013,110.2,NA,105.08,105.43,NA
,,4/3/2013,110.24,NA,105.15,105.42,NA
,,4/4/2013,110.36,NA,105.36,105.41,NA
,,4/5/2013,110.35,NA,105.4,105.38,NA
,,4/8/2013,110.27,NA,105.3,105.4,NA
,,4/9/2013,110.22,NA,105.29,105.42,NA
,,4/10/2013,110.09,NA,105.13,105.39,NA
,,4/11/2013,110.11,NA,105.14,105.39,NA
,,4/12/2013,110.26,NA,105.47,105.41,NA
,,4/15/2013,110.28,NA,105.52,105.41,NA
,,4/16/2013,110.25,NA,105.37,105.39,NA
,,4/17/2013,110.21,NA,105.54,105.37,NA
,,4/18/2013,110.33,NA,105.62,105.38,NA
,,4/19/2013,110.35,NA,105.52,105.35,NA
,,4/22/2013,110.4,NA,105.62,105.36,NA
,,4/23/2013,110.39,NA,105.58,105.36,NA
,,4/24/2013,110.41,NA,105.59,105.34,NA
,,4/25/2013,110.41,NA,105.67,105.33,NA
,,4/26/2013,110.45,NA,105.72,105.31,NA
,,4/29/2013,110.47,NA,105.75,105.34,NA
,,4/30/2013,110.42,NA,105.71,105.33,NA
,,5/1/2013,110.39,NA,105.67,105.4,NA
,,5/2/2013,110.5,NA,105.93,105.34,NA
,,5/3/2013,110.58,NA,105.76,105.33,NA
,,5/6/2013,110.32,NA,105.55,105.29,NA
,,5/7/2013,110.45,NA,105.53,105.27,NA
,,5/8/2013,110.41,NA,105.64,105.28,NA
,,5/9/2013,110.59,NA,105.82,105.33,NA
,,5/10/2013,110.35,NA,105.4,105.28,NA
,,5/13/2013,110.36,NA,105.42,105.27,NA
,,5/14/2013,110.32,NA,105.37,105.28,NA
,,5/15/2013,110.37,NA,105.35,105.26,NA
,,5/16/2013,110.51,NA,105.59,105.26,NA
,,5/17/2013,110.65,NA,105.81,105.28,NA
,,5/20/2013,110.57,NA,105.57,105.25,NA
,,5/21/2013,110.49,NA,105.4,105.24,NA
,,5/22/2013,110.54,NA,105.45,105.22,NA
,,5/23/2013,110.51,NA,105.48,105.2,NA
,,5/24/2013,110.43,NA,105.46,105.18,NA
,,5/27/2013,110.27,NA,105.48,105.13,NA
,,5/28/2013,110.26,NA,105.25,105.17,NA
,,5/29/2013,110.11,NA,104.99,105.1,NA
,,5/30/2013,110.07,NA,105.06,105.07,NA
,,5/31/2013,110.23,NA,105.08,105.08,NA
,,6/3/2013,110.08,NA,104.89,105.04,NA
,,6/4/2013,109.93,NA,104.68,105.02,NA
,,6/5/2013,109.99,NA,104.71,104.99,NA
,,6/6/2013,110.02,NA,104.6,104.97,NA
,,6/7/2013,109.82,NA,104.32,104.89,NA
,,6/10/2013,109.64,NA,104.16,104.89,NA
,,6/11/2013,109.31,NA,103.79,104.84,NA
,,6/12/2013,109.29,NA,103.68,104.81,NA
,,6/13/2013,109.31,NA,103.71,104.79,NA
,,6/14/2013,109.45,NA,103.84,104.81,NA
,,6/17/2013,109.31,NA,103.83,104.82,NA
,,6/18/2013,109.15,NA,103.7,104.78,NA
,,6/19/2013,109.15,NA,103.77,104.77,NA
,,6/20/2013,108.5,NA,102.8,104.7,NA
,,6/21/2013,108.31,NA,102.37,104.67,NA
,,6/24/2013,107.88,NA,101.52,104.58,NA
,,6/25/2013,107.88,NA,101.62,104.58,NA
,,6/26/2013,108.07,NA,101.85,104.62,NA
,,6/27/2013,108.24,NA,102.1,104.65,NA
,,6/28/2013,108.33,NA,102.23,104.64,NA
,,7/1/2013,108.26,NA,102.27,104.59,NA
,,7/2/2013,108.4,NA,102.58,104.61,NA
,,7/3/2013,108.55,NA,102.79,104.62,NA
,,7/4/2013,108.64,NA,102.89,104.65,NA
,,7/5/2013,108.71,NA,102.91,104.67,NA
,,7/8/2013,108.81,NA,102.95,104.7,NA
,,7/9/2013,108.9,NA,103.32,104.69,NA
,,7/10/2013,108.93,NA,103.27,104.65,NA
,,7/11/2013,108.93,NA,103.39,104.61,NA
,,7/12/2013,109.02,NA,103.58,104.62,NA
,,7/15/2013,108.97,NA,103.48,104.61,NA
,,7/16/2013,109.1,NA,103.67,104.62,NA
,,7/17/2013,109.13,NA,103.75,104.55,NA
,,7/18/2013,109.25,NA,103.95,104.57,NA
,,7/19/2013,109.26,NA,104.05,104.56,NA
,,7/22/2013,109.26,NA,104.04,104.54,NA
,,7/23/2013,109.14,NA,103.79,104.5,NA
,,7/24/2013,108.95,NA,103.46,104.48,NA
,,7/25/2013,108.91,NA,103.35,104.48,NA
,,7/26/2013,108.93,NA,103.36,104.49,NA
,,7/29/2013,108.88,NA,103.32,104.48,NA
,,7/30/2013,108.96,NA,103.3,104.47,NA
,,7/31/2013,108.91,NA,103.22,104.48,NA
,,8/1/2013,109.04,NA,103.46,104.47,NA
,,8/2/2013,108.91,NA,103.31,104.47,NA
,,8/5/2013,108.93,NA,103.32,104.47,NA
,,8/6/2013,108.87,NA,103.2,104.48,NA
,,8/7/2013,108.91,NA,103.25,104.45,NA
,,8/8/2013,109.12,NA,103.33,104.43,NA
,,8/9/2013,109.18,NA,103.36,104.44,NA
,,8/12/2013,109.11,NA,103.31,104.44,NA
,,8/13/2013,108.96,NA,103.08,104.41,NA
,,8/14/2013,108.84,NA,102.96,104.4,NA
,,8/15/2013,108.78,NA,102.7,104.37,NA
,,8/16/2013,108.85,NA,102.7,104.36,NA
,,8/19/2013,108.78,NA,102.67,104.35,NA
,,8/20/2013,108.97,NA,103.03,104.36,NA
,,8/21/2013,109.02,NA,103.07,104.31,NA
,,8/22/2013,108.85,NA,102.74,104.3,NA
,,8/23/2013,108.73,NA,102.6,104.29,NA
,,8/26/2013,108.81,NA,102.76,104.28,NA
,,8/27/2013,108.91,NA,103.02,104.29,NA
,,8/28/2013,108.96,NA,103.03,104.25,NA
,,8/29/2013,108.95,NA,103.07,104.23,NA
,,8/30/2013,109.08,NA,103.19,104.24,NA
,,9/2/2013,108.83,NA,102.9,104.21,NA
,,9/3/2013,108.81,NA,102.9,104.17,NA
,,9/4/2013,108.75,NA,102.77,104.16,NA
,,9/5/2013,108.51,NA,102.37,104.15,NA
,,9/6/2013,108.64,NA,102.6,104.14,NA
,,9/9/2013,108.75,NA,102.67,104.15,NA
,,9/10/2013,108.66,NA,102.45,104.17,NA
,,9/11/2013,108.69,NA,102.56,104.13,NA
,,9/12/2013,108.9,NA,102.9,104.15,NA
,,9/13/2013,108.87,NA,102.91,104.13,NA
,,9/16/2013,109.05,NA,103.28,104.14,NA
,,9/17/2013,109,NA,103.23,104.12,NA
,,9/18/2013,108.89,NA,103.03,104.1,NA
,,9/19/2013,109.25,NA,103.63,104.11,NA
,,9/20/2013,109.23,NA,103.5,104.1,NA
,,9/23/2013,109.22,NA,103.52,104.09,NA
,,9/24/2013,109.47,NA,103.91,104.09,NA
,,9/25/2013,109.45,NA,104.01,104.06,NA
,,9/26/2013,110.41,NA,105.7,104.28,NA
,,9/27/2013,110.76,NA,106.29,104.31,NA
,,9/30/2013,110.83,NA,106.34,104.31,NA
,,10/1/2013,110.79,NA,106.22,104.24,NA
,,10/2/2013,110.78,NA,106.22,104.2,NA
,,10/3/2013,110.78,NA,106.13,104.21,NA
,,10/4/2013,110.73,NA,106.07,104.21,NA
,,10/7/2013,110.8,NA,106.21,104.19,NA
,,10/8/2013,110.75,NA,106.15,104.16,NA
,,10/9/2013,110.74,NA,106.15,104.15,NA
,,10/10/2013,110.64,NA,105.91,104.17,NA
,,10/11/2013,110.68,NA,105.96,104.16,NA
