Bonds,,Date,XS0801954867,FR0010032730,XS0235605853,XS0307005545,XS0196630270,XS0975113498,XS0365901734
,,12/5/2018,103.38,NA,NA,NA,NA,NA,NA
,,12/6/2018,103.3,NA,NA,NA,NA,NA,NA
,,12/7/2018,103.34,NA,NA,NA,NA,NA,NA
,,12/10/2018,103.31,NA,NA,NA,NA,NA,NA
,,12/11/2018,103.24,NA,NA,NA,NA,NA,NA
,,12/12/2018,103.19,NA,NA,NA,NA,NA,NA
,,12/13/2018,103.24,NA,NA,NA,NA,NA,NA
,,12/14/2018,103.23,NA,NA,NA,NA,NA,NA
,,12/17/2018,103.21,NA,NA,NA,NA,NA,NA
,,12/18/2018,103.19,NA,NA,NA,NA,NA,NA
,,12/19/2018,103.18,NA,NA,NA,NA,NA,NA
,,12/20/2018,103.13,NA,NA,NA,NA,NA,NA
,,12/21/2018,103.07,NA,NA,NA,NA,NA,NA
,,12/24/2018,103.062,NA,NA,NA,NA,NA,NA
,,12/25/2018,103.061,NA,NA,NA,NA,NA,NA
,,12/26/2018,103.061,NA,NA,NA,NA,NA,NA
,,12/27/2018,103,NA,NA,NA,NA,NA,NA
,,12/28/2018,103.016,NA,NA,NA,NA,NA,NA
,,12/31/2018,102.957,NA,NA,NA,NA,NA,NA
,,1/1/2019,102.957,NA,NA,NA,NA,NA,NA
,,1/2/2019,102.92,NA,NA,NA,NA,NA,NA
,,1/3/2019,102.87,NA,NA,NA,NA,NA,NA
,,1/4/2019,102.86,NA,NA,NA,NA,NA,NA
,,1/7/2019,102.85,NA,NA,NA,NA,NA,NA
,,1/8/2019,102.84,NA,NA,NA,NA,NA,NA
,,1/9/2019,102.818,NA,NA,NA,NA,NA,NA
,,1/10/2019,102.76,NA,NA,NA,NA,NA,NA
,,1/11/2019,102.75,NA,NA,NA,NA,NA,NA
,,1/14/2019,102.74,NA,NA,NA,NA,NA,NA
,,1/15/2019,102.72,NA,NA,NA,NA,NA,NA
,,1/16/2019,102.71,NA,NA,NA,NA,NA,NA
,,1/17/2019,102.66,NA,NA,NA,NA,NA,NA
,,1/18/2019,102.65,NA,NA,NA,NA,NA,NA
,,1/21/2019,102.63,NA,NA,NA,NA,NA,NA
,,1/22/2019,102.63,NA,NA,NA,NA,NA,NA
,,1/23/2019,102.59,NA,NA,NA,NA,NA,NA
,,1/24/2019,102.57,NA,NA,NA,NA,NA,NA
,,1/25/2019,102.54,NA,NA,NA,NA,NA,NA
,,1/28/2019,102.53,NA,NA,NA,NA,NA,NA
,,1/29/2019,102.52,NA,NA,NA,NA,NA,NA
,,1/30/2019,102.51,NA,NA,NA,NA,NA,NA
,,1/31/2019,102.47,NA,NA,NA,NA,NA,NA
,,2/1/2019,102.46,NA,NA,NA,NA,NA,NA
,,2/4/2019,102.44,NA,NA,NA,NA,NA,NA
,,2/5/2019,102.42,NA,NA,NA,NA,NA,NA
,,2/6/2019,102.4,NA,NA,NA,NA,NA,NA
,,2/7/2019,102.36,NA,NA,NA,NA,NA,NA
,,2/8/2019,102.35,NA,NA,NA,NA,NA,NA
,,2/11/2019,102.32,NA,NA,NA,NA,NA,NA
,,2/12/2019,102.31,NA,NA,NA,NA,NA,NA
,,2/13/2019,102.3,NA,NA,NA,NA,NA,NA
,,2/14/2019,102.26,NA,NA,NA,NA,NA,NA
,,2/15/2019,102.24,NA,NA,NA,NA,NA,NA
,,2/18/2019,102.23,NA,NA,NA,NA,NA,NA
,,2/19/2019,102.22,NA,NA,NA,NA,NA,NA
,,2/20/2019,102.21,NA,NA,NA,NA,NA,NA
,,2/21/2019,102.16,NA,NA,NA,NA,NA,NA
,,2/22/2019,102.15,NA,NA,NA,NA,NA,NA
,,2/25/2019,102.12,NA,NA,NA,NA,NA,NA
,,2/26/2019,102.11,NA,NA,NA,NA,NA,NA
,,2/27/2019,102.113,NA,NA,NA,NA,NA,NA
,,2/28/2019,102.061,NA,NA,NA,NA,NA,NA
,,3/1/2019,102.03,NA,NA,NA,NA,NA,NA
,,3/4/2019,102.01,NA,NA,NA,NA,NA,NA
,,3/5/2019,102,NA,NA,NA,NA,NA,NA
,,3/6/2019,101.987,NA,NA,NA,NA,NA,NA
,,3/7/2019,101.93,NA,NA,NA,NA,NA,NA
,,3/8/2019,101.92,NA,NA,NA,NA,NA,NA
,,3/11/2019,101.915,NA,NA,NA,NA,NA,NA
,,3/12/2019,101.88,NA,NA,NA,NA,NA,NA
,,3/13/2019,101.86,NA,NA,NA,NA,NA,NA
,,3/14/2019,101.85,NA,NA,NA,NA,NA,NA
,,3/15/2019,101.81,NA,NA,NA,NA,NA,NA
,,3/18/2019,101.79,NA,NA,NA,NA,NA,NA
,,3/19/2019,101.813,NA,NA,NA,NA,NA,NA
,,3/20/2019,101.71,NA,NA,NA,NA,NA,NA
,,3/21/2019,101.71,NA,NA,NA,NA,NA,NA
,,3/22/2019,101.69,NA,NA,NA,NA,NA,NA
,,3/25/2019,101.727,NA,NA,NA,NA,NA,NA
,,3/26/2019,101.71,NA,NA,NA,NA,NA,NA
,,3/27/2019,101.679,NA,NA,NA,NA,NA,NA
,,3/28/2019,101.629,NA,NA,NA,NA,NA,NA
,,3/29/2019,101.547,NA,NA,NA,NA,NA,NA
,,4/1/2019,101.6,NA,NA,NA,NA,NA,NA
,,4/2/2019,101.579,NA,NA,NA,NA,NA,NA
,,4/3/2019,101.57,NA,NA,NA,NA,NA,NA
,,4/4/2019,101.52,NA,NA,NA,NA,NA,NA
,,4/5/2019,101.5,NA,NA,NA,NA,NA,NA
,,4/8/2019,101.48,NA,NA,NA,NA,NA,NA
,,4/9/2019,101.47,NA,NA,NA,NA,NA,NA
,,4/10/2019,101.45,NA,NA,NA,NA,NA,NA
,,4/11/2019,101.4,NA,NA,NA,NA,NA,NA
,,4/12/2019,101.39,NA,NA,NA,NA,NA,NA
,,4/15/2019,101.346,NA,NA,NA,NA,NA,NA
,,4/16/2019,101.35,NA,NA,NA,NA,NA,NA
,,4/17/2019,101.26,NA,NA,NA,NA,NA,NA
,,4/18/2019,101.25,NA,NA,NA,NA,NA,NA
,,4/19/2019,101.233,NA,NA,NA,NA,NA,NA
,,4/22/2019,101.233,NA,NA,NA,NA,NA,NA
,,4/23/2019,101.22,NA,NA,NA,NA,NA,NA
,,4/24/2019,101.195,NA,NA,NA,NA,NA,NA
,,4/25/2019,101.146,NA,NA,NA,NA,NA,NA
,,4/26/2019,101.129,NA,NA,NA,NA,NA,NA
,,4/29/2019,101.096,NA,NA,NA,NA,NA,NA
,,4/30/2019,101.09,NA,NA,NA,NA,NA,NA
,,5/1/2019,101.09,NA,NA,NA,NA,NA,NA
,,5/2/2019,101.031,NA,NA,NA,NA,NA,NA
,,5/3/2019,101.038,NA,NA,NA,NA,NA,NA
,,5/6/2019,100.995,NA,NA,NA,NA,NA,NA
,,5/7/2019,100.979,NA,NA,NA,NA,NA,NA
,,5/8/2019,100.963,NA,NA,NA,NA,NA,NA
,,5/9/2019,100.913,NA,NA,NA,NA,NA,NA
,,5/10/2019,100.897,NA,NA,NA,NA,NA,NA
,,5/13/2019,100.881,NA,NA,NA,NA,NA,NA
,,5/14/2019,100.864,NA,NA,NA,NA,NA,NA
,,5/15/2019,100.848,NA,NA,NA,NA,NA,NA
,,5/16/2019,100.8,NA,NA,NA,NA,NA,NA
,,5/17/2019,100.784,NA,NA,NA,NA,NA,NA
,,5/20/2019,100.8,NA,NA,NA,NA,NA,NA
,,5/21/2019,100.79,NA,NA,NA,NA,NA,NA
,,5/22/2019,100.77,NA,NA,NA,NA,NA,NA
,,5/23/2019,100.72,NA,NA,NA,NA,NA,NA
,,5/24/2019,100.7,NA,NA,NA,NA,NA,NA
,,5/27/2019,100.67,NA,NA,NA,NA,NA,NA
,,5/28/2019,100.636,NA,NA,NA,NA,NA,NA
,,5/29/2019,100.623,NA,NA,NA,NA,NA,NA
,,5/30/2019,100.6,NA,NA,NA,NA,NA,NA
,,5/31/2019,100.476,NA,NA,NA,NA,NA,NA
,,6/3/2019,100.55,NA,NA,NA,NA,NA,NA
,,6/4/2019,100.526,NA,NA,NA,NA,NA,NA
,,6/5/2019,100.53,NA,NA,NA,NA,NA,NA
,,6/6/2019,100.456,NA,NA,NA,NA,NA,NA
,,6/7/2019,100.45,NA,NA,NA,NA,NA,NA
,,6/10/2019,100.45,NA,NA,NA,NA,NA,NA
,,6/11/2019,100.41,NA,NA,NA,NA,NA,NA
,,6/12/2019,100.4,NA,NA,NA,NA,NA,NA
,,6/13/2019,100.36,NA,NA,NA,NA,NA,NA
,,6/14/2019,100.35,NA,NA,NA,NA,NA,NA
,,6/17/2019,100.33,NA,NA,NA,NA,NA,NA
,,6/18/2019,100.31,NA,NA,NA,NA,NA,NA
,,6/19/2019,100.31,NA,NA,NA,NA,NA,NA
,,6/20/2019,100.28,NA,NA,NA,NA,NA,NA
,,6/21/2019,100.26,NA,NA,NA,NA,NA,NA
,,6/24/2019,100.25,NA,NA,NA,NA,NA,NA
,,6/25/2019,100.25,NA,NA,NA,NA,NA,NA
,,6/26/2019,100.187,NA,NA,NA,NA,NA,NA
,,6/27/2019,100.093,NA,NA,NA,NA,NA,NA
,,6/28/2019,100.067,NA,NA,NA,NA,NA,NA
,,7/1/2019,100.06,NA,NA,NA,NA,NA,NA
,,7/2/2019,100.06,NA,NA,NA,NA,NA,NA
,,7/3/2019,100,NA,NA,NA,NA,NA,NA
,,7/4/2019,100.01,NA,NA,NA,NA,NA,NA
,,7/5/2019,100.02,NA,NA,NA,NA,NA,NA
,,7/8/2019,100.017,NA,NA,NA,NA,NA,NA
,,7/9/2019,100.02,NA,NA,NA,NA,NA,NA
,,7/10/2019,NA,NA,NA,NA,NA,NA,NA
,,7/11/2019,NA,NA,NA,NA,NA,NA,NA
,,7/12/2019,NA,NA,NA,NA,NA,NA,NA
,,7/15/2019,NA,NA,NA,NA,NA,NA,NA
,,7/16/2019,NA,NA,NA,NA,NA,NA,NA
,,7/17/2019,NA,NA,NA,NA,NA,NA,NA
,,7/18/2019,NA,NA,NA,NA,NA,NA,NA
,,7/19/2019,NA,NA,NA,NA,NA,NA,NA
,,7/22/2019,NA,NA,NA,NA,NA,NA,NA
,,7/23/2019,NA,NA,NA,NA,NA,NA,NA
,,7/24/2019,NA,NA,NA,NA,NA,NA,NA
,,7/25/2019,NA,NA,NA,NA,NA,NA,NA
,,7/26/2019,NA,NA,NA,NA,NA,NA,NA
,,7/29/2019,NA,NA,NA,NA,NA,NA,NA
,,7/30/2019,NA,NA,NA,NA,NA,NA,NA
,,7/31/2019,NA,NA,NA,NA,NA,NA,NA
,,8/1/2019,NA,NA,NA,NA,NA,NA,NA
,,8/2/2019,NA,NA,NA,NA,NA,NA,NA
,,8/5/2019,NA,NA,NA,NA,NA,NA,NA
,,8/6/2019,NA,NA,NA,NA,NA,NA,NA
,,8/7/2019,NA,NA,NA,NA,NA,NA,NA
,,8/8/2019,NA,NA,NA,NA,NA,NA,NA
,,8/9/2019,NA,NA,NA,NA,NA,NA,NA
,,8/12/2019,NA,NA,NA,NA,NA,NA,NA
,,8/13/2019,NA,NA,NA,NA,NA,NA,NA
,,8/14/2019,NA,NA,NA,NA,NA,NA,NA
,,8/15/2019,NA,NA,NA,NA,NA,NA,NA
,,8/16/2019,NA,NA,NA,NA,NA,NA,NA
,,8/19/2019,NA,NA,NA,NA,NA,NA,NA
,,8/20/2019,NA,NA,NA,NA,NA,NA,NA
,,8/21/2019,NA,NA,NA,NA,NA,NA,NA
,,8/22/2019,NA,NA,NA,NA,NA,NA,NA
,,8/23/2019,NA,NA,NA,NA,NA,NA,NA
,,8/26/2019,NA,NA,NA,NA,NA,NA,NA
,,8/27/2019,NA,NA,NA,NA,NA,NA,NA
,,8/28/2019,NA,NA,NA,NA,NA,NA,NA
,,8/29/2019,NA,NA,NA,NA,NA,NA,NA
,,8/30/2019,NA,NA,NA,NA,NA,NA,NA
,,9/2/2019,NA,NA,NA,NA,NA,NA,NA
,,9/3/2019,NA,NA,NA,NA,NA,NA,NA
,,9/4/2019,NA,NA,NA,NA,NA,NA,NA
,,9/5/2019,NA,NA,NA,NA,NA,NA,NA
,,9/6/2019,NA,NA,NA,NA,NA,NA,NA
,,9/9/2019,NA,NA,NA,NA,NA,NA,NA
,,9/10/2019,NA,NA,NA,NA,NA,NA,NA
,,9/11/2019,NA,NA,NA,NA,NA,NA,NA
,,9/12/2019,NA,NA,NA,NA,NA,NA,NA
,,9/13/2019,NA,NA,NA,NA,NA,NA,NA
,,9/16/2019,NA,NA,NA,NA,NA,NA,NA
,,9/17/2019,NA,NA,NA,NA,NA,NA,NA
,,9/18/2019,NA,NA,NA,NA,NA,NA,NA
,,9/19/2019,NA,NA,NA,NA,NA,NA,NA
,,9/20/2019,NA,NA,NA,NA,NA,NA,NA
,,9/23/2019,NA,NA,NA,NA,NA,NA,NA
,,9/24/2019,NA,NA,NA,NA,NA,NA,NA
,,9/25/2019,NA,NA,NA,NA,NA,NA,NA
,,9/26/2019,NA,NA,NA,NA,NA,NA,NA
,,9/27/2019,NA,NA,NA,NA,NA,NA,NA
,,9/30/2019,NA,NA,NA,NA,NA,NA,NA
,,10/1/2019,NA,NA,NA,NA,NA,NA,NA
,,10/2/2019,NA,NA,NA,NA,NA,NA,NA
,,10/3/2019,NA,NA,NA,NA,NA,NA,NA
,,10/4/2019,NA,NA,NA,NA,NA,NA,NA
,,10/7/2019,NA,NA,NA,NA,NA,NA,NA
,,10/8/2019,NA,NA,NA,NA,NA,NA,NA
,,10/9/2019,NA,NA,NA,NA,NA,NA,NA
,,10/10/2019,NA,NA,NA,NA,NA,NA,NA
,,10/11/2019,NA,NA,NA,NA,NA,NA,NA
,,10/14/2019,NA,NA,NA,NA,NA,NA,NA
,,10/15/2019,NA,NA,NA,NA,NA,NA,NA
,,10/16/2019,NA,NA,NA,NA,NA,NA,NA
,,10/17/2019,NA,NA,NA,NA,NA,NA,NA
,,10/18/2019,NA,NA,NA,NA,NA,NA,NA
,,10/21/2019,NA,NA,NA,NA,NA,NA,NA
,,10/22/2019,NA,NA,NA,NA,NA,NA,NA
,,10/23/2019,NA,NA,NA,NA,NA,NA,NA
,,10/24/2019,NA,NA,NA,NA,NA,NA,NA
,,10/25/2019,NA,NA,NA,NA,NA,NA,NA
,,10/28/2019,NA,NA,NA,NA,NA,NA,NA
,,10/29/2019,NA,NA,NA,NA,NA,NA,NA
,,10/30/2019,NA,NA,NA,NA,NA,NA,NA
,,10/31/2019,NA,NA,NA,NA,NA,NA,NA
,,11/1/2019,NA,NA,NA,NA,NA,NA,NA
,,11/4/2019,NA,NA,NA,NA,NA,NA,NA
,,11/5/2019,NA,NA,NA,NA,NA,NA,NA
,,11/6/2019,NA,NA,NA,NA,NA,NA,NA
,,11/7/2019,NA,NA,NA,NA,NA,NA,NA
,,11/8/2019,NA,NA,NA,NA,NA,NA,NA
,,11/11/2019,NA,NA,NA,NA,NA,NA,NA
,,11/12/2019,NA,NA,NA,NA,NA,NA,NA
,,11/13/2019,NA,NA,NA,NA,NA,NA,NA
,,11/14/2019,NA,NA,NA,NA,NA,NA,NA
,,11/15/2019,NA,NA,NA,NA,NA,NA,NA
,,11/18/2019,NA,NA,NA,NA,NA,NA,NA
,,11/19/2019,NA,NA,NA,NA,NA,NA,NA
,,11/20/2019,NA,NA,NA,NA,NA,NA,NA
,,11/21/2019,NA,NA,NA,NA,NA,NA,NA
,,11/22/2019,NA,NA,NA,NA,NA,NA,NA
,,11/25/2019,NA,NA,NA,NA,NA,NA,NA
,,11/26/2019,NA,NA,NA,NA,NA,NA,NA
,,11/27/2019,NA,NA,NA,NA,NA,NA,NA
,,11/28/2019,NA,NA,NA,NA,NA,NA,NA
,,11/29/2019,NA,NA,NA,NA,NA,NA,NA
,,12/2/2019,NA,NA,NA,NA,NA,NA,NA
,,12/3/2019,NA,NA,NA,NA,NA,NA,NA
,,12/4/2019,NA,NA,NA,NA,NA,NA,NA
,,12/5/2019,NA,NA,NA,NA,NA,NA,NA
,,12/6/2019,NA,NA,NA,NA,NA,NA,NA
,,12/9/2019,NA,NA,NA,NA,NA,NA,NA
,,12/10/2019,NA,NA,NA,NA,NA,NA,NA
,,12/11/2019,NA,NA,NA,NA,NA,NA,NA
,,12/12/2019,NA,NA,NA,NA,NA,NA,NA
,,12/13/2019,NA,NA,NA,NA,NA,NA,NA
,,12/16/2019,NA,NA,NA,NA,NA,NA,NA
,,12/17/2019,NA,NA,NA,NA,NA,NA,NA
,,12/18/2019,NA,NA,NA,NA,NA,NA,NA
,,12/19/2019,NA,NA,NA,NA,NA,NA,NA
,,12/20/2019,NA,NA,NA,NA,NA,NA,NA
,,12/23/2019,NA,NA,NA,NA,NA,NA,NA
,,12/24/2019,NA,NA,NA,NA,NA,NA,NA
,,12/25/2019,NA,NA,NA,NA,NA,NA,NA
,,12/26/2019,NA,NA,NA,NA,NA,NA,NA
,,12/27/2019,NA,NA,NA,NA,NA,NA,NA
,,12/30/2019,NA,NA,NA,NA,NA,NA,NA
,,12/31/2019,NA,NA,NA,NA,NA,NA,NA
,,1/1/2020,NA,NA,NA,NA,NA,NA,NA
,,1/2/2020,NA,NA,NA,NA,NA,NA,NA
,,1/3/2020,NA,NA,NA,NA,NA,NA,NA
,,1/6/2020,NA,NA,NA,NA,NA,NA,NA
,,1/7/2020,NA,NA,NA,NA,NA,NA,NA
,,1/8/2020,NA,NA,NA,NA,NA,NA,NA
,,1/9/2020,NA,NA,NA,NA,NA,NA,NA
,,1/10/2020,NA,NA,NA,NA,NA,NA,NA
,,1/13/2020,NA,NA,NA,NA,NA,NA,NA
,,1/14/2020,NA,NA,NA,NA,NA,NA,NA
,,1/15/2020,NA,NA,NA,NA,NA,NA,NA
,,1/16/2020,NA,NA,NA,NA,NA,NA,NA
,,1/17/2020,NA,NA,NA,NA,NA,NA,NA
,,1/20/2020,NA,NA,NA,NA,NA,NA,NA
,,1/21/2020,NA,NA,NA,NA,NA,NA,NA
,,1/22/2020,NA,NA,NA,NA,NA,NA,NA
,,1/23/2020,NA,NA,NA,NA,NA,NA,NA
,,1/24/2020,NA,NA,NA,NA,NA,NA,NA
,,1/27/2020,NA,NA,NA,NA,NA,NA,NA
,,1/28/2020,NA,NA,NA,NA,NA,NA,NA
,,1/29/2020,NA,NA,NA,NA,NA,NA,NA
,,1/30/2020,NA,NA,NA,NA,NA,NA,NA
,,1/31/2020,NA,NA,NA,NA,NA,NA,NA
,,2/3/2020,NA,NA,NA,NA,NA,NA,NA
,,2/4/2020,NA,NA,NA,NA,NA,NA,NA
,,2/5/2020,NA,NA,NA,NA,NA,NA,NA
,,2/6/2020,NA,NA,NA,NA,NA,NA,NA
,,2/7/2020,NA,NA,NA,NA,NA,NA,NA
,,2/10/2020,NA,NA,NA,NA,NA,NA,NA
,,2/11/2020,NA,NA,NA,NA,NA,NA,NA
,,2/12/2020,NA,NA,NA,NA,NA,NA,NA
,,2/13/2020,NA,NA,NA,NA,NA,NA,NA
,,2/14/2020,NA,NA,NA,NA,NA,NA,NA
,,2/17/2020,NA,NA,NA,NA,NA,NA,NA
,,2/18/2020,NA,NA,NA,NA,NA,NA,NA
,,2/19/2020,NA,NA,NA,NA,NA,NA,NA
,,2/20/2020,NA,NA,NA,NA,NA,NA,NA
,,2/21/2020,NA,NA,NA,NA,NA,NA,NA
,,2/24/2020,NA,NA,NA,NA,NA,NA,NA
,,2/25/2020,NA,NA,NA,NA,NA,NA,NA
,,2/26/2020,NA,NA,NA,NA,NA,NA,NA
,,2/27/2020,NA,NA,NA,NA,NA,NA,NA
,,2/28/2020,NA,NA,NA,NA,NA,NA,NA
,,3/2/2020,NA,NA,NA,NA,NA,NA,NA
,,3/3/2020,NA,NA,NA,NA,NA,NA,NA
,,3/4/2020,NA,NA,NA,NA,NA,NA,NA
,,3/5/2020,NA,NA,NA,NA,NA,NA,NA
,,3/6/2020,NA,NA,NA,NA,NA,NA,NA
,,3/9/2020,NA,NA,NA,NA,NA,NA,NA
,,3/10/2020,NA,NA,NA,NA,NA,NA,NA
,,3/11/2020,NA,NA,NA,NA,NA,NA,NA
,,3/12/2020,NA,NA,NA,NA,NA,NA,NA
,,3/13/2020,NA,NA,NA,NA,NA,NA,NA
,,3/16/2020,NA,NA,NA,NA,NA,NA,NA
,,3/17/2020,NA,NA,NA,NA,NA,NA,NA
,,3/18/2020,NA,NA,NA,NA,NA,NA,NA
,,3/19/2020,NA,NA,NA,NA,NA,NA,NA
,,3/20/2020,NA,NA,NA,NA,NA,NA,NA
,,3/23/2020,NA,NA,NA,NA,NA,NA,NA
,,3/24/2020,NA,NA,NA,NA,NA,NA,NA
,,3/25/2020,NA,NA,NA,NA,NA,NA,NA
,,3/26/2020,NA,NA,NA,NA,NA,NA,NA
,,3/27/2020,NA,NA,NA,NA,NA,NA,NA
,,3/30/2020,NA,NA,NA,NA,NA,NA,NA
,,3/31/2020,NA,NA,NA,NA,NA,NA,NA
,,4/1/2020,NA,NA,NA,NA,NA,NA,NA
,,4/2/2020,NA,NA,NA,NA,NA,NA,NA
,,4/3/2020,NA,NA,NA,NA,NA,NA,NA
,,4/6/2020,NA,NA,NA,NA,NA,NA,NA
,,4/7/2020,NA,NA,NA,NA,NA,NA,NA
,,4/8/2020,NA,NA,NA,NA,NA,NA,NA
,,4/9/2020,NA,NA,NA,NA,NA,NA,NA
,,4/10/2020,NA,NA,NA,NA,NA,NA,NA
,,4/13/2020,NA,NA,NA,NA,NA,NA,NA
,,4/14/2020,NA,NA,NA,NA,NA,NA,NA
,,4/15/2020,NA,NA,NA,NA,NA,NA,NA
,,4/16/2020,NA,NA,NA,NA,NA,NA,NA
,,4/17/2020,NA,NA,NA,NA,NA,NA,NA
,,4/20/2020,NA,NA,NA,NA,NA,NA,NA
,,4/21/2020,NA,NA,NA,NA,NA,NA,NA
,,4/22/2020,NA,NA,NA,NA,NA,NA,NA
,,4/23/2020,NA,NA,NA,NA,NA,NA,NA
,,4/24/2020,NA,NA,NA,NA,NA,NA,NA
,,4/27/2020,NA,NA,NA,NA,NA,NA,NA
,,4/28/2020,NA,NA,NA,NA,NA,NA,NA
,,4/29/2020,NA,NA,NA,NA,NA,NA,NA
,,4/30/2020,NA,NA,NA,NA,NA,NA,NA
,,5/1/2020,NA,NA,NA,NA,NA,NA,NA
,,5/4/2020,NA,NA,NA,NA,NA,NA,NA
,,5/5/2020,NA,NA,NA,NA,NA,NA,NA
,,5/6/2020,NA,NA,NA,NA,NA,NA,NA
,,5/7/2020,NA,NA,NA,NA,NA,NA,NA
,,5/8/2020,NA,NA,NA,NA,NA,NA,NA
,,5/11/2020,NA,NA,NA,NA,NA,NA,NA
,,5/12/2020,NA,NA,NA,NA,NA,NA,NA
,,5/13/2020,NA,NA,NA,NA,NA,NA,NA
,,5/14/2020,NA,NA,NA,NA,NA,NA,NA
,,5/15/2020,NA,NA,NA,NA,NA,NA,NA
,,5/18/2020,NA,NA,NA,NA,NA,NA,NA
,,5/19/2020,NA,NA,NA,NA,NA,NA,NA
,,5/20/2020,NA,NA,NA,NA,NA,NA,NA
,,5/21/2020,NA,NA,NA,NA,NA,NA,NA
,,5/22/2020,NA,NA,NA,NA,NA,NA,NA
,,5/25/2020,NA,NA,NA,NA,NA,NA,NA
,,5/26/2020,NA,NA,NA,NA,NA,NA,NA
,,5/27/2020,NA,NA,NA,NA,NA,NA,NA
,,5/28/2020,NA,NA,NA,NA,NA,NA,NA
,,5/29/2020,NA,NA,NA,NA,NA,NA,NA
,,6/1/2020,NA,NA,NA,NA,NA,NA,NA
,,6/2/2020,NA,NA,NA,NA,NA,NA,NA
,,6/3/2020,NA,NA,NA,NA,NA,NA,NA
,,6/4/2020,NA,NA,NA,NA,NA,NA,NA
,,6/5/2020,NA,NA,NA,NA,NA,NA,NA
,,6/8/2020,NA,NA,NA,NA,NA,NA,NA
,,6/9/2020,NA,NA,NA,NA,NA,NA,NA
,,6/10/2020,NA,NA,NA,NA,NA,NA,NA
,,6/11/2020,NA,NA,NA,NA,NA,NA,NA
,,6/12/2020,NA,NA,NA,NA,NA,NA,NA
,,6/15/2020,NA,NA,NA,NA,NA,NA,NA
,,6/16/2020,NA,NA,NA,NA,NA,NA,NA
,,6/17/2020,NA,NA,NA,NA,NA,NA,NA
,,6/18/2020,NA,NA,NA,NA,NA,NA,NA
,,6/19/2020,NA,NA,NA,NA,NA,NA,NA
,,6/22/2020,NA,NA,NA,NA,NA,NA,NA
,,6/23/2020,NA,NA,NA,NA,NA,NA,NA
,,6/24/2020,NA,NA,NA,NA,NA,NA,NA
,,6/25/2020,NA,NA,NA,NA,NA,NA,NA
,,6/26/2020,NA,NA,NA,NA,NA,NA,NA
,,6/29/2020,NA,NA,NA,NA,NA,NA,NA
,,6/30/2020,NA,NA,NA,NA,NA,NA,NA
,,7/1/2020,NA,NA,NA,NA,NA,NA,NA
,,7/2/2020,NA,NA,NA,NA,NA,NA,NA
,,7/3/2020,NA,NA,NA,NA,NA,NA,NA
,,7/6/2020,NA,NA,NA,NA,NA,NA,NA
,,7/7/2020,NA,NA,NA,NA,NA,NA,NA
,,7/8/2020,NA,NA,NA,NA,NA,NA,NA
,,7/9/2020,NA,NA,NA,NA,NA,NA,NA
,,7/10/2020,NA,NA,NA,NA,NA,NA,NA
,,7/13/2020,NA,NA,NA,NA,NA,NA,NA
,,7/14/2020,NA,NA,NA,NA,NA,NA,NA
,,7/15/2020,NA,NA,NA,NA,NA,NA,NA
,,7/16/2020,NA,NA,NA,NA,NA,NA,NA
,,7/17/2020,NA,NA,NA,NA,NA,NA,NA
,,7/20/2020,NA,NA,NA,NA,NA,NA,NA
,,7/21/2020,NA,NA,NA,NA,NA,NA,NA
,,7/22/2020,NA,NA,NA,NA,NA,NA,NA
,,7/23/2020,NA,NA,NA,NA,NA,NA,NA
,,7/24/2020,NA,NA,NA,NA,NA,NA,NA
,,7/27/2020,NA,NA,NA,NA,NA,NA,NA
,,7/28/2020,NA,NA,NA,NA,NA,NA,NA
,,7/29/2020,NA,NA,NA,NA,NA,NA,NA
,,7/30/2020,NA,NA,NA,NA,NA,NA,NA
,,7/31/2020,NA,NA,NA,NA,NA,NA,NA
,,8/3/2020,NA,NA,NA,NA,NA,NA,NA
,,8/4/2020,NA,NA,NA,NA,NA,NA,NA
,,8/5/2020,NA,NA,NA,NA,NA,NA,NA
,,8/6/2020,NA,NA,NA,NA,NA,NA,NA
,,8/7/2020,NA,NA,NA,NA,NA,NA,NA
,,8/10/2020,NA,NA,NA,NA,NA,NA,NA
,,8/11/2020,NA,NA,NA,NA,NA,NA,NA
,,8/12/2020,NA,NA,NA,NA,NA,NA,NA
,,8/13/2020,NA,NA,NA,NA,NA,NA,NA
,,8/14/2020,NA,NA,NA,NA,NA,NA,NA
,,8/17/2020,NA,NA,NA,NA,NA,NA,NA
,,8/18/2020,NA,NA,NA,NA,NA,NA,NA
,,8/19/2020,NA,NA,NA,NA,NA,NA,NA
,,8/20/2020,NA,NA,NA,NA,NA,NA,NA
,,8/21/2020,NA,NA,NA,NA,NA,NA,NA
,,8/24/2020,NA,NA,NA,NA,NA,NA,NA
,,8/25/2020,NA,NA,NA,NA,NA,NA,NA
,,8/26/2020,NA,NA,NA,NA,NA,NA,NA
,,8/27/2020,NA,NA,NA,NA,NA,NA,NA
,,8/28/2020,NA,NA,NA,NA,NA,NA,NA
,,8/31/2020,NA,NA,NA,NA,NA,NA,NA
,,9/1/2020,NA,NA,NA,NA,NA,NA,NA
,,9/2/2020,NA,NA,NA,NA,NA,NA,NA
,,9/3/2020,NA,NA,NA,NA,NA,NA,NA
,,9/4/2020,NA,NA,NA,NA,NA,NA,NA
,,9/7/2020,NA,NA,NA,NA,NA,NA,NA
