Bonds,,Date,XS0801954867,FR0010032730,XS0235605853,XS0307005545,XS0196630270,XS0975113498,XS0365901734
,,8/7/2015,118.261,NA,101.78,108.63,NA,117.059,NA
,,8/10/2015,118.295,NA,102.32,108.62,NA,117.089,NA
,,8/11/2015,118.45,NA,102.271,108.61,NA,117.367,NA
,,8/12/2015,118.379,NA,102.307,108.23,NA,117.298,NA
,,8/13/2015,118.459,NA,102.271,108.18,NA,116.842,NA
,,8/14/2015,118.483,NA,102.255,108.18,NA,117.422,NA
,,8/17/2015,118.521,NA,102.277,108.13,NA,117.511,NA
,,8/18/2015,118.512,NA,102.243,108.18,NA,116.713,NA
,,8/19/2015,118.559,NA,102.216,108.18,NA,116.823,NA
,,8/20/2015,118.439,NA,101.73,108.18,NA,117.559,NA
,,8/21/2015,118.376,NA,101.73,108.13,NA,117.345,NA
,,8/24/2015,118.09,NA,101.48,107.88,NA,117.204,NA
,,8/25/2015,117.991,NA,101.48,107.88,NA,116.952,NA
,,8/26/2015,117.898,NA,101.48,107.88,NA,116.331,NA
,,8/27/2015,117.805,NA,101.48,107.88,NA,116.811,NA
,,8/28/2015,117.812,NA,101.925,108.6,NA,116.772,NA
,,8/31/2015,117.65,NA,101.46,107.8,NA,116.55,NA
,,9/1/2015,117.681,NA,101.88,108.345,NA,116.09,NA
,,9/2/2015,117.687,NA,101.865,108.305,NA,116.047,NA
,,9/3/2015,117.765,NA,101.845,108.34,NA,116.333,NA
,,9/4/2015,117.806,NA,101.84,108.295,NA,116.664,NA
,,9/7/2015,118.29,NA,101.58,108.822,NA,117.445,NA
,,9/8/2015,118.302,NA,101.58,108.801,NA,117.439,NA
,,9/9/2015,118.442,NA,101.84,108.525,NA,117.529,NA
,,9/10/2015,118.315,NA,101.85,108.57,NA,117.432,NA
,,9/11/2015,118.329,NA,101.86,108.48,NA,117.471,NA
,,9/14/2015,117.965,NA,101.62,108.435,NA,117.349,NA
,,9/15/2015,117.611,NA,101.705,108.37,NA,117.05,NA
,,9/16/2015,117.53,NA,101.575,108.36,NA,116.558,NA
,,9/17/2015,117.374,NA,101.445,108.215,NA,117.143,NA
,,9/18/2015,117.592,NA,101.44,108.22,NA,116.514,NA
,,9/21/2015,117.583,NA,101.615,108.36,NA,117.194,NA
,,9/22/2015,117.499,NA,101.535,108.33,NA,116.364,NA
,,9/23/2015,117.392,NA,101.425,108.33,NA,116.294,NA
,,9/24/2015,117.213,NA,101.505,107.969,NA,116.105,NA
,,9/25/2015,117.141,NA,101,107.773,NA,116.033,NA
,,9/28/2015,117.155,NA,100.995,107.718,NA,115.826,NA
,,9/29/2015,116.746,NA,100.99,107.513,NA,115.424,NA
,,9/30/2015,116.609,NA,100.99,107.512,NA,114.956,NA
,,10/1/2015,116.514,NA,101.38,107.58,NA,114.582,NA
,,10/2/2015,116.362,NA,101.33,107.53,NA,114.439,NA
,,10/5/2015,116.423,NA,101.6,107.53,NA,114.174,NA
,,10/6/2015,116.47,NA,101.605,107.53,NA,114.302,NA
,,10/7/2015,116.56,NA,101.628,107.53,NA,114.616,NA
,,10/8/2015,116.643,NA,101.618,107.531,NA,114.602,NA
,,10/9/2015,116.822,NA,101.28,107.562,NA,114.825,NA
,,10/12/2015,117.028,NA,101.33,107.58,NA,115.127,NA
,,10/13/2015,117.106,NA,101.28,107.534,NA,115.343,NA
,,10/14/2015,117.139,NA,101.28,107.533,NA,115.421,NA
,,10/15/2015,117.089,NA,101.28,107.53,NA,115.413,NA
,,10/16/2015,117.166,NA,101.28,107.53,NA,115.562,NA
,,10/19/2015,117.047,NA,101.23,107.53,NA,115.556,NA
,,10/20/2015,117.134,NA,101.587,107.53,NA,115.414,NA
,,10/21/2015,117.225,NA,101.551,107.48,NA,115.822,NA
,,10/22/2015,117.326,NA,101.521,107.531,NA,116.023,NA
,,10/23/2015,117.5,NA,101.519,107.58,NA,116.405,NA
,,10/26/2015,117.603,NA,101.18,107.58,NA,117.625,NA
,,10/27/2015,117.563,NA,101.509,107.583,NA,116.695,NA
,,10/28/2015,117.486,NA,101.487,107.58,NA,117.648,NA
,,10/29/2015,117.49,NA,101.518,107.58,NA,116.476,NA
,,10/30/2015,117.527,NA,101.516,107.53,NA,116.641,NA
,,11/2/2015,117.535,NA,101.225,107.75,NA,117.314,NA
,,11/3/2015,117.549,NA,101.265,107.76,NA,116.594,NA
,,11/4/2015,117.477,NA,101.23,107.75,NA,117.319,NA
,,11/5/2015,117.457,NA,101.22,107.71,NA,116.543,NA
,,11/6/2015,117.422,NA,101.255,107.65,NA,116.418,NA
,,11/9/2015,117.526,NA,101.16,107.69,NA,116.461,NA
,,11/10/2015,117.455,NA,101.16,107.71,NA,117.343,NA
,,11/11/2015,117.469,NA,101.155,107.62,NA,116.324,NA
,,11/12/2015,117.501,NA,101.13,107.445,NA,115.467,NA
,,11/13/2015,117.487,NA,101.19,107.47,NA,116.359,NA
,,11/16/2015,117.408,NA,101.12,107.585,NA,116.359,NA
,,11/17/2015,117.476,NA,101.02,107.42,NA,116.44,NA
,,11/18/2015,117.446,NA,101.055,107.505,NA,116.428,NA
,,11/19/2015,117.413,NA,100.97,107.5,NA,116.425,NA
,,11/20/2015,117.493,NA,100.965,107.465,NA,115.789,NA
,,11/23/2015,117.505,NA,100.99,107.52,NA,116.588,NA
,,11/24/2015,117.462,NA,100.995,107.5,NA,116.491,NA
,,11/25/2015,117.544,NA,101.015,107.52,NA,116.592,NA
,,11/26/2015,117.522,NA,100.98,107.51,NA,116.569,NA
,,11/27/2015,117.574,NA,100.99,107.55,NA,116.594,NA
,,11/30/2015,117.631,NA,100.95,107.52,NA,117.698,NA
,,12/1/2015,117.604,NA,100.915,107.545,NA,116.77,NA
,,12/2/2015,117.578,NA,100.935,107.51,NA,116.676,NA
,,12/3/2015,117.295,NA,100.748,107.13,NA,116.637,NA
,,12/4/2015,117.115,NA,100.708,107.041,NA,116.265,NA
,,12/7/2015,117.098,NA,100.648,107.06,NA,116.382,NA
,,12/8/2015,117.112,NA,100.82,107.272,NA,117.044,NA
,,12/9/2015,117.266,NA,100.615,107.45,NA,116.411,NA
,,12/10/2015,117.205,NA,100.585,107.46,NA,116.408,NA
,,12/11/2015,117.234,NA,100.572,107.455,NA,116.52,NA
,,12/14/2015,117.138,NA,100.557,107.39,NA,116.356,NA
,,12/15/2015,117.012,NA,100.537,107.367,NA,116.233,NA
,,12/16/2015,117.027,NA,100.521,107.415,NA,116.023,NA
,,12/17/2015,117.058,NA,100.511,107.321,NA,116.305,NA
,,12/18/2015,117.06,NA,100.509,107.411,NA,116.314,NA
,,12/21/2015,117.129,NA,100.519,107.422,NA,116.351,NA
,,12/22/2015,117.05,NA,100.483,106.885,NA,116.181,NA
,,12/23/2015,117.053,NA,100.413,107.317,NA,115.95,NA
,,12/24/2015,117.063,NA,100.95,107.567,NA,115.983,NA
,,12/25/2015,117.125,NA,100.95,107.566,NA,116.088,NA
,,12/28/2015,116.856,NA,100.65,107.224,NA,116.052,NA
,,12/29/2015,116.966,NA,100.685,107.307,NA,115.927,NA
,,12/30/2015,117.067,NA,100.884,107.256,NA,116.064,NA
,,12/31/2015,117.015,NA,100.875,107.37,NA,115.995,NA
,,1/1/2016,117.015,NA,100.875,107.374,NA,115.999,NA
,,1/4/2016,116.912,NA,100.371,107.161,NA,116.036,NA
,,1/5/2016,116.99,NA,100.35,107.179,NA,116.304,NA
,,1/6/2016,117.06,NA,100.835,107.178,NA,116.396,NA
,,1/7/2016,116.923,NA,100.83,107.037,NA,115.97,NA
,,1/8/2016,116.915,NA,100.8,107.038,NA,115.87,NA
,,1/11/2016,116.892,NA,100.75,107.021,NA,115.83,NA
,,1/12/2016,116.879,NA,100.75,106.973,NA,115.84,NA
,,1/13/2016,116.892,NA,100.74,106.961,NA,115.68,NA
,,1/14/2016,116.754,NA,100.73,106.95,NA,115.55,NA
,,1/15/2016,116.634,NA,100.66,106.916,NA,115.25,NA
,,1/18/2016,116.456,NA,100.655,106.77,NA,115.08,NA
,,1/19/2016,116.386,NA,100.595,106.881,NA,114.85,NA
,,1/20/2016,116.052,NA,100.57,106.733,NA,114.36,NA
,,1/21/2016,115.988,NA,100.55,106.733,NA,114.23,NA
,,1/22/2016,115.944,NA,100.535,106.73,NA,114.13,NA
,,1/25/2016,115.999,NA,100.51,106.715,NA,114.15,NA
,,1/26/2016,115.925,NA,100.51,106.714,NA,114.07,NA
,,1/27/2016,116.069,NA,100.505,106.684,NA,114.13,NA
,,1/28/2016,116.053,NA,100.49,106.682,NA,114.35,NA
,,1/29/2016,116.064,NA,100.49,106.705,NA,114.53,NA
,,2/1/2016,116.165,NA,100.48,106.659,NA,114.46,NA
,,2/2/2016,116.068,NA,100.48,106.657,NA,114.37,NA
,,2/3/2016,116.085,NA,100.47,106.644,NA,114.3,NA
,,2/4/2016,116.056,NA,100.465,106.627,NA,114.16,NA
,,2/5/2016,116.034,NA,100.45,106.455,NA,114.09,NA
,,2/8/2016,115.968,NA,100.38,106.554,NA,114.05,NA
,,2/9/2016,115.801,NA,100.395,106.267,NA,114.046,NA
,,2/10/2016,115.842,NA,100.39,106.5,NA,113.588,NA
,,2/11/2016,115.743,NA,100.4,106.442,NA,113.596,NA
,,2/12/2016,115.672,NA,100.365,106.335,NA,113.5,NA
,,2/15/2016,115.734,NA,100.395,106.33,NA,113.995,NA
,,2/16/2016,115.744,NA,100.36,106.447,NA,113.4,NA
,,2/17/2016,115.787,NA,100.375,106.429,NA,113.4,NA
,,2/18/2016,115.808,NA,100.33,106.4,NA,113.75,NA
,,2/19/2016,115.759,NA,100.33,106.4,NA,113.75,NA
,,2/22/2016,115.838,NA,100.28,106.4,NA,113.75,NA
,,2/23/2016,115.836,NA,100.29,106.381,NA,114.304,NA
,,2/24/2016,115.828,NA,100.285,106.385,NA,114.266,NA
,,2/25/2016,115.908,NA,100.245,106.356,NA,113.99,NA
,,2/26/2016,116.032,NA,100.23,106.36,NA,113.9,NA
,,2/29/2016,116.036,NA,100.24,106.395,NA,114.26,NA
,,3/1/2016,115.75,NA,100.25,106.371,NA,114.285,NA
,,3/2/2016,115.79,NA,100.245,106.375,NA,114.25,NA
,,3/3/2016,115.88,NA,100.26,106.365,NA,114.355,NA
,,3/4/2016,115.86,NA,100.15,106.325,NA,114.35,NA
,,3/7/2016,115.79,NA,100.165,106.315,NA,114.42,NA
,,3/8/2016,115.87,NA,100.165,106.315,NA,114.505,NA
,,3/9/2016,115.71,NA,100,106.276,NA,114.35,NA
,,3/10/2016,116.523,NA,100.03,106.187,NA,114.35,NA
,,3/11/2016,116.668,NA,100,106.207,NA,115.5,NA
,,3/14/2016,117.289,NA,100.015,106.272,NA,116.25,NA
,,3/15/2016,116.91,NA,100.01,106.25,NA,116.327,NA
,,3/16/2016,116.79,NA,100.005,106.242,NA,116.489,NA
,,3/17/2016,116.86,NA,100,106.225,NA,116.576,NA
,,3/18/2016,117,NA,100.005,106.262,NA,116.54,NA
,,3/21/2016,117.03,NA,100,106.245,NA,116.67,NA
,,3/22/2016,117.03,NA,99.999,106.225,NA,116.65,NA
,,3/23/2016,117.01,NA,100.005,106.177,NA,116.26,NA
,,3/24/2016,117.01,NA,NA,106.159,NA,116.35,NA
,,3/25/2016,117.231,NA,NA,106.475,NA,116.669,NA
,,3/28/2016,116.528,NA,NA,106.476,NA,116.673,NA
,,3/29/2016,117.23,NA,NA,106.36,NA,116.575,NA
,,3/30/2016,117.02,NA,NA,106.14,NA,116.325,NA
,,3/31/2016,116.98,NA,NA,106.097,NA,116.981,NA
,,4/1/2016,116.99,NA,NA,106.121,NA,116.5,NA
,,4/4/2016,117.08,NA,NA,106.065,NA,116.605,NA
,,4/5/2016,117.11,NA,NA,106.06,NA,116.79,NA
,,4/6/2016,117.11,NA,NA,106.076,NA,116.785,NA
,,4/7/2016,117.16,NA,NA,106.05,NA,116.875,NA
,,4/8/2016,117.16,NA,NA,106.002,NA,116.75,NA
,,4/11/2016,116.551,NA,NA,106.011,NA,116.75,NA
,,4/12/2016,116.475,NA,NA,105.987,NA,116.68,NA
,,4/13/2016,117.07,NA,NA,105.986,NA,116.65,NA
,,4/14/2016,117.05,NA,NA,105.94,NA,116.65,NA
,,4/15/2016,117.02,NA,NA,105.925,NA,116.76,NA
,,4/18/2016,117.03,NA,NA,105.87,NA,116.67,NA
,,4/19/2016,116.97,NA,NA,105.856,NA,116.655,NA
,,4/20/2016,116.97,NA,NA,105.841,NA,116.695,NA
,,4/21/2016,116.95,NA,NA,105.781,NA,116.65,NA
,,4/22/2016,116.96,NA,NA,105.816,NA,116.68,NA
,,4/25/2016,116.96,NA,NA,105.79,NA,116.65,NA
,,4/26/2016,116.91,NA,NA,105.771,NA,117.029,NA
,,4/27/2016,116.99,NA,NA,105.742,NA,117.142,NA
,,4/28/2016,116.93,NA,NA,105.7,NA,117.075,NA
,,4/29/2016,116.8,NA,NA,105.73,NA,117.038,NA
,,5/2/2016,116.68,NA,NA,105.7,NA,116.615,NA
,,5/3/2016,116.89,NA,NA,105.661,NA,116.79,NA
,,5/4/2016,116.88,NA,NA,105.64,NA,116.65,NA
,,5/5/2016,116.94,NA,NA,105.625,NA,116.86,NA
,,5/6/2016,116.8,NA,NA,105.595,NA,116.9,NA
,,5/9/2016,116.81,NA,NA,105.561,NA,116.885,NA
,,5/10/2016,116.55,NA,NA,105.833,NA,116.785,NA
,,5/11/2016,116.64,NA,NA,105.819,NA,116.775,NA
,,5/12/2016,116.44,NA,NA,105.779,NA,116.5,NA
,,5/13/2016,116.43,NA,NA,105.768,NA,116.52,NA
,,5/16/2016,116.822,NA,NA,105.752,NA,116.054,NA
,,5/17/2016,116.836,NA,NA,105.741,NA,116.935,NA
,,5/18/2016,116.57,NA,NA,105.723,NA,116.465,NA
,,5/19/2016,117.093,NA,NA,105.677,NA,116.719,NA
,,5/20/2016,117.191,NA,NA,105.656,NA,118.413,NA
,,5/23/2016,117.238,NA,NA,105.65,NA,117.8,NA
,,5/24/2016,116.86,NA,NA,105.614,NA,118.16,NA
,,5/25/2016,116.83,NA,NA,105.608,NA,117.975,NA
,,5/26/2016,116.8,NA,NA,105.57,NA,117.99,NA
,,5/27/2016,116.82,NA,NA,105.54,NA,117.97,NA
,,5/30/2016,116.87,NA,NA,105.565,NA,117.37,NA
,,5/31/2016,116.994,NA,NA,105.529,NA,117.25,NA
,,6/1/2016,116.65,NA,NA,105.518,NA,117.25,NA
,,6/2/2016,116.63,NA,NA,105.478,NA,115.946,NA
,,6/3/2016,116.65,NA,NA,105.473,NA,117.53,NA
,,6/6/2016,116.91,NA,NA,105.472,NA,117.57,NA
,,6/7/2016,116.9,NA,NA,105.456,NA,117.58,NA
,,6/8/2016,116.9,NA,NA,105.44,NA,118.03,NA
,,6/9/2016,116.88,NA,NA,105.402,NA,117.9,NA
,,6/10/2016,116.6,NA,NA,105.37,NA,117.585,NA
,,6/13/2016,116.67,NA,NA,105.372,NA,117.82,NA
,,6/14/2016,116.62,NA,NA,105.374,NA,117.495,NA
,,6/15/2016,116.37,NA,NA,105.368,NA,117.47,NA
,,6/16/2016,116.33,NA,NA,105.19,NA,117.23,NA
,,6/17/2016,116.23,NA,NA,105.333,NA,117.23,NA
,,6/20/2016,116.19,NA,NA,105.296,NA,117.255,NA
,,6/21/2016,116.24,NA,NA,105.13,NA,117.255,NA
,,6/22/2016,116.22,NA,NA,105.274,NA,117.34,NA
,,6/23/2016,116.16,NA,NA,105.221,NA,117.255,NA
,,6/24/2016,116,NA,NA,105.299,NA,116.71,NA
,,6/27/2016,115.83,NA,NA,105.281,NA,116.63,NA
,,6/28/2016,115.99,NA,NA,105.267,NA,116.505,NA
,,6/29/2016,115.88,NA,NA,105.251,NA,117.03,NA
,,6/30/2016,115.714,NA,NA,105.218,NA,117.017,NA
,,7/1/2016,116.04,NA,NA,104.995,NA,117.21,NA
,,7/4/2016,115.98,NA,NA,105.179,NA,117.27,NA
,,7/5/2016,116.005,NA,NA,105.174,NA,117.4,NA
,,7/6/2016,116.18,NA,NA,105.158,NA,117.4,NA
,,7/7/2016,116.01,NA,NA,105.115,NA,117.38,NA
,,7/8/2016,116.175,NA,NA,105.03,NA,117.24,NA
,,7/11/2016,116.16,NA,NA,105.093,NA,117.58,NA
,,7/12/2016,116.19,NA,NA,105.083,NA,117.5,NA
,,7/13/2016,116.29,NA,NA,105.07,NA,117.78,NA
,,7/14/2016,116.24,NA,NA,105.014,NA,117.95,NA
,,7/15/2016,116.22,NA,NA,104.988,NA,117.8,NA
,,7/18/2016,116.295,NA,NA,104.972,NA,117.8,NA
,,7/19/2016,116.34,NA,NA,104.995,NA,117.8,NA
,,7/20/2016,116.24,NA,NA,104.925,NA,117.63,NA
,,7/21/2016,116.195,NA,NA,104.874,NA,117.82,NA
,,7/22/2016,116.28,NA,NA,104.858,NA,117.54,NA
,,7/25/2016,116.3,NA,NA,104.835,NA,117.74,NA
,,7/26/2016,116.28,NA,NA,104.822,NA,117.74,NA
,,7/27/2016,116.3,NA,NA,104.81,NA,117.63,NA
,,7/28/2016,116.22,NA,NA,104.766,NA,117.59,NA
,,7/29/2016,116.135,NA,NA,104.76,NA,117.55,NA
,,8/1/2016,116.18,NA,NA,104.741,NA,117.53,NA
,,8/2/2016,116.11,NA,NA,104.717,NA,117.515,NA
,,8/3/2016,116.1,NA,NA,104.7,NA,117.515,NA
,,8/4/2016,116.09,NA,NA,104.667,NA,117.53,NA
,,8/5/2016,116.06,NA,NA,104.654,NA,117.515,NA
,,8/8/2016,116.06,NA,NA,104.641,NA,117.575,NA
,,8/9/2016,116.05,NA,NA,104.627,NA,117.575,NA
,,8/10/2016,116.17,NA,NA,104.695,NA,117.735,NA
,,8/11/2016,116.16,NA,NA,104.574,NA,117.35,NA
,,8/12/2016,116.26,NA,NA,104.559,NA,117.735,NA
,,8/15/2016,116.25,NA,NA,104.534,NA,117.579,NA
,,8/16/2016,116.12,NA,NA,104.555,NA,117.528,NA
,,8/17/2016,116.12,NA,NA,104.503,NA,117.565,NA
,,8/18/2016,116.08,NA,NA,104.461,NA,117.568,NA
,,8/19/2016,116.02,NA,NA,104.442,NA,117.456,NA
,,8/22/2016,116.1,NA,NA,104.433,NA,117.528,NA
,,8/23/2016,116.07,NA,NA,104.418,NA,117.541,NA
,,8/24/2016,116.12,NA,NA,104.403,NA,117.49,NA
,,8/25/2016,116.05,NA,NA,104.354,NA,117.49,NA
,,8/26/2016,115.93,NA,NA,104.341,NA,117.49,NA
,,8/29/2016,115.96,NA,NA,104.327,NA,117.2,NA
,,8/30/2016,115.97,NA,NA,104.313,NA,117.59,NA
,,8/31/2016,116.14,NA,NA,104.302,NA,117.426,NA
,,9/1/2016,115.94,NA,NA,104.395,NA,117.5,NA
,,9/2/2016,115.86,NA,NA,104.253,NA,117.32,NA
,,9/5/2016,115.93,NA,NA,104.244,NA,117.6,NA
,,9/6/2016,115.88,NA,NA,104.236,NA,117.74,NA
,,9/7/2016,115.96,NA,NA,104.234,NA,117.76,NA
,,9/8/2016,115.8,NA,NA,104.185,NA,117.41,NA
,,9/9/2016,115.66,NA,NA,104.163,NA,117.23,NA
,,9/12/2016,115.59,NA,NA,104.141,NA,117.135,NA
,,9/13/2016,115.48,NA,NA,104.129,NA,117.095,NA
,,9/14/2016,115.51,NA,NA,104.126,NA,117.045,NA
,,9/15/2016,115.56,NA,NA,104.09,NA,117.045,NA
,,9/16/2016,115.5,NA,NA,104.076,NA,117.045,NA
,,9/19/2016,115.59,NA,NA,104.061,NA,117,NA
,,9/20/2016,115.61,NA,NA,104.053,NA,117.03,NA
,,9/21/2016,115.53,NA,NA,104.035,NA,116.99,NA
,,9/22/2016,115.5,NA,NA,103.998,NA,117.12,NA
,,9/23/2016,115.56,NA,NA,103.983,NA,117.07,NA
,,9/26/2016,115.42,NA,NA,103.977,NA,117.447,NA
,,9/27/2016,115.55,NA,NA,103.975,NA,117.504,NA
,,9/28/2016,115.56,NA,NA,103.963,NA,117.63,NA
,,9/29/2016,115.62,NA,NA,103.912,NA,118.28,NA
,,9/30/2016,115.54,NA,NA,103.898,NA,118.12,NA
,,10/3/2016,115.676,NA,NA,103.886,NA,117.058,NA
,,10/4/2016,115.642,NA,NA,103.866,NA,117.5,NA
,,10/5/2016,115.49,NA,NA,103.85,NA,117.74,NA
,,10/6/2016,115.43,NA,NA,103.807,NA,117.26,NA
,,10/7/2016,115.33,NA,NA,103.797,NA,117.01,NA
,,10/10/2016,115.496,NA,NA,103.774,NA,118.36,NA
,,10/11/2016,115.34,NA,NA,103.772,NA,118.38,NA
,,10/12/2016,115.34,NA,NA,103.755,NA,118.26,NA
,,10/13/2016,115.41,NA,NA,103.715,NA,118.27,NA
,,10/14/2016,115.26,NA,NA,103.702,NA,117.548,NA
,,10/17/2016,115.39,NA,NA,103.691,NA,117.578,NA
,,10/18/2016,115.28,NA,NA,103.682,NA,118.27,NA
,,10/19/2016,115.28,NA,NA,103.667,NA,NA,NA
,,10/20/2016,115.23,NA,NA,103.623,NA,NA,NA
,,10/21/2016,115.24,NA,NA,103.606,NA,NA,NA
,,10/24/2016,115.14,NA,NA,103.587,NA,NA,NA
,,10/25/2016,115.313,NA,NA,103.505,NA,NA,NA
,,10/26/2016,115.188,NA,NA,103.51,NA,NA,NA
,,10/27/2016,115.282,NA,NA,103.51,NA,NA,NA
,,10/28/2016,115.07,NA,NA,103.494,NA,NA,NA
,,10/31/2016,115.16,NA,NA,103.477,NA,NA,NA
,,11/1/2016,115.03,NA,NA,103.463,NA,NA,NA
,,11/2/2016,115.12,NA,NA,103.452,NA,NA,NA
,,11/3/2016,114.99,NA,NA,103.41,NA,NA,NA
,,11/4/2016,114.99,NA,NA,103.394,NA,NA,NA
,,11/7/2016,115.06,NA,NA,103.35,NA,NA,NA
,,11/8/2016,114.435,NA,NA,103.325,NA,NA,NA
,,11/9/2016,114.95,NA,NA,103.352,NA,NA,NA
,,11/10/2016,114.8,NA,NA,103.306,NA,NA,NA
,,11/11/2016,114.63,NA,NA,103.245,NA,NA,NA
,,11/14/2016,114.72,NA,NA,103.23,NA,NA,NA
,,11/15/2016,114.69,NA,NA,103.266,NA,NA,NA
,,11/16/2016,114.59,NA,NA,103.251,NA,NA,NA
,,11/17/2016,114.63,NA,NA,103.14,NA,NA,NA
,,11/18/2016,114.27,NA,NA,103.198,NA,NA,NA
,,11/21/2016,114.46,NA,NA,103.188,NA,NA,NA
,,11/22/2016,114.423,NA,NA,103.1,NA,NA,NA
,,11/23/2016,114.59,NA,NA,103.169,NA,NA,NA
,,11/24/2016,114.65,NA,NA,103.132,NA,NA,NA
,,11/25/2016,114.67,NA,NA,103.119,NA,NA,NA
,,11/28/2016,114.62,NA,NA,103.128,NA,NA,NA
,,11/29/2016,114.45,NA,NA,103.137,NA,NA,NA
,,11/30/2016,114.44,NA,NA,103.122,NA,NA,NA
,,12/1/2016,114.43,NA,NA,103.047,NA,NA,NA
,,12/2/2016,114.39,NA,NA,103.03,NA,NA,NA
,,12/5/2016,114.27,NA,NA,103.006,NA,NA,NA
,,12/6/2016,114.24,NA,NA,102.986,NA,NA,NA
,,12/7/2016,114.2,NA,NA,102.959,NA,NA,NA
,,12/8/2016,114.3,NA,NA,102.933,NA,NA,NA
,,12/9/2016,114.34,NA,NA,102.916,NA,NA,NA
,,12/12/2016,114.27,NA,NA,102.86,NA,NA,NA
,,12/13/2016,114.28,NA,NA,102.843,NA,NA,NA
,,12/14/2016,114.109,NA,NA,102.84,NA,NA,NA
,,12/15/2016,114.225,NA,NA,102.806,NA,NA,NA
,,12/16/2016,114.24,NA,NA,102.794,NA,NA,NA
,,12/19/2016,114.27,NA,NA,102.785,NA,NA,NA
,,12/20/2016,114.2,NA,NA,102.771,NA,NA,NA
,,12/21/2016,114.18,NA,NA,102.754,NA,NA,NA
,,12/22/2016,114.025,NA,NA,102.695,NA,NA,NA
,,12/23/2016,114.21,NA,NA,102.679,NA,NA,NA
,,12/26/2016,113.682,NA,NA,102.677,NA,NA,NA
,,12/27/2016,114.24,NA,NA,102.679,NA,NA,NA
,,12/28/2016,114.18,NA,NA,102.692,NA,NA,NA
,,12/29/2016,114.09,NA,NA,102.63,NA,NA,NA
,,12/30/2016,114.1,NA,NA,102.625,NA,NA,NA
,,1/2/2017,114.06,NA,NA,102.598,NA,NA,NA
,,1/3/2017,114.07,NA,NA,102.563,NA,NA,NA
,,1/4/2017,114,NA,NA,102.539,NA,NA,NA
,,1/5/2017,113.835,NA,NA,102.463,NA,NA,NA
,,1/6/2017,113.785,NA,NA,102.43,NA,NA,NA
,,1/9/2017,113.79,NA,NA,102.411,NA,NA,NA
,,1/10/2017,113.81,NA,NA,102.388,NA,NA,NA
,,1/11/2017,113.805,NA,NA,102.361,NA,NA,NA
,,1/12/2017,113.71,NA,NA,102.317,NA,NA,NA
,,1/13/2017,113.69,NA,NA,102.35,NA,NA,NA
,,1/16/2017,113.75,NA,NA,102.346,NA,NA,NA
,,1/17/2017,113.74,NA,NA,102.343,NA,NA,NA
,,1/18/2017,113.69,NA,NA,102.316,NA,NA,NA
,,1/19/2017,113.58,NA,NA,102.272,NA,NA,NA
,,1/20/2017,113.416,NA,NA,102.233,NA,NA,NA
,,1/23/2017,113.416,NA,NA,102.28,NA,NA,NA
,,1/24/2017,113.634,NA,NA,102.209,NA,NA,NA
,,1/25/2017,113.53,NA,NA,102.189,NA,NA,NA
,,1/26/2017,113.516,NA,NA,102.145,NA,NA,NA
,,1/27/2017,113.532,NA,NA,102.133,NA,NA,NA
,,1/30/2017,113.553,NA,NA,102.13,NA,NA,NA
,,1/31/2017,113.563,NA,NA,102.12,NA,NA,NA
,,2/1/2017,113.43,NA,NA,102.11,NA,NA,NA
,,2/2/2017,113.49,NA,NA,102.07,NA,NA,NA
,,2/3/2017,113.53,NA,NA,102.057,NA,NA,NA
,,2/6/2017,113.49,NA,NA,102.05,NA,NA,NA
,,2/7/2017,113.58,NA,NA,102.047,NA,NA,NA
,,2/8/2017,113.64,NA,NA,102.045,NA,NA,NA
,,2/9/2017,113.53,NA,NA,102,NA,NA,NA
,,2/10/2017,113.5,NA,NA,101.993,NA,NA,NA
,,2/13/2017,113.602,NA,NA,101.967,NA,NA,NA
,,2/14/2017,113.39,NA,NA,101.955,NA,NA,NA
,,2/15/2017,113.47,NA,NA,101.943,NA,NA,NA
,,2/16/2017,113.41,NA,NA,101.892,NA,NA,NA
,,2/17/2017,113.4,NA,NA,101.883,NA,NA,NA
,,2/20/2017,113.47,NA,NA,101.873,NA,NA,NA
,,2/21/2017,113.48,NA,NA,101.86,NA,NA,NA
,,2/22/2017,113.42,NA,NA,101.847,NA,NA,NA
,,2/23/2017,113.37,NA,NA,101.815,NA,NA,NA
,,2/24/2017,113.57,NA,NA,101.804,NA,NA,NA
,,2/27/2017,113.47,NA,NA,101.784,NA,NA,NA
,,2/28/2017,113.32,NA,NA,101.769,NA,NA,NA
,,3/1/2017,113.21,NA,NA,101.741,NA,NA,NA
,,3/2/2017,113.19,NA,NA,101.7,NA,NA,NA
,,3/3/2017,113.02,NA,NA,101.682,NA,NA,NA
,,3/6/2017,113.11,NA,NA,101.674,NA,NA,NA
,,3/7/2017,113.13,NA,NA,101.67,NA,NA,NA
,,3/8/2017,113.06,NA,NA,101.65,NA,NA,NA
,,3/9/2017,113.03,NA,NA,101.617,NA,NA,NA
,,3/10/2017,112.93,NA,NA,101.613,NA,NA,NA
,,3/13/2017,112.97,NA,NA,101.586,NA,NA,NA
,,3/14/2017,112.96,NA,NA,101.561,NA,NA,NA
,,3/15/2017,112.95,NA,NA,101.495,NA,NA,NA
,,3/16/2017,112.82,NA,NA,101.502,NA,NA,NA
,,3/17/2017,112.79,NA,NA,101.485,NA,NA,NA
