Bonds,,Date,DE000A14J587,XS0214238239,DE000A1MA9H4,DE000A1R08U3
,,7/21/2014,NA,101.941,106.41,107.28
,,7/22/2014,NA,102.152,106.205,107.216
,,7/23/2014,NA,101.93,106.36,107.27
,,7/24/2014,NA,101.98,106.25,107.217
,,7/25/2014,NA,101.98,106.165,107.18
,,7/28/2014,NA,101.901,106.155,107.28
,,7/29/2014,NA,101.898,106.18,107.27
,,7/30/2014,NA,101.865,106.41,107.144
,,7/31/2014,NA,101.857,106.205,107.144
,,8/1/2014,NA,101.844,106.155,107.03
,,8/4/2014,NA,101.838,106.22,107.01
,,8/5/2014,NA,102.023,106.09,107.01
,,8/6/2014,NA,101.996,106.04,106.81
,,8/7/2014,NA,101.795,105.975,106.81
,,8/8/2014,NA,101.753,105.86,106.635
,,8/11/2014,NA,101.974,105.805,106.481
,,8/12/2014,NA,101.771,105.85,106.6
,,8/13/2014,NA,101.724,105.85,106.591
,,8/14/2014,NA,101.722,105.95,106.79
,,8/15/2014,NA,101.703,105.95,107.03
,,8/18/2014,NA,101.914,105.95,106.835
,,8/19/2014,NA,101.908,106.09,106.98
,,8/20/2014,NA,101.882,106.12,107.22
,,8/21/2014,NA,101.78,106.11,107.22
,,8/22/2014,NA,101.722,106.11,107.24
,,8/25/2014,NA,101.881,106.16,107.34
,,8/26/2014,NA,101.735,106.21,107.39
,,8/27/2014,NA,101.925,106.28,107.45
,,8/28/2014,NA,101.71,106.27,107.57
,,8/29/2014,NA,101.643,106.36,107.64
,,9/1/2014,NA,101.86,106.45,107.525
,,9/2/2014,NA,101.8,106.25,107.57
,,9/3/2014,NA,101.828,106.225,107.555
,,9/4/2014,NA,101.716,106.36,107.58
,,9/5/2014,NA,101.726,106.5,107.46
,,9/8/2014,NA,101.701,106.28,107.42
,,9/9/2014,NA,101.712,106.28,107.58
,,9/10/2014,NA,101.688,106.423,107.59
,,9/11/2014,NA,101.673,106.32,107.43
,,9/12/2014,NA,101.653,106.34,107.57
,,9/15/2014,NA,101.609,106.29,107.57
,,9/16/2014,NA,101.57,106.31,107.31
,,9/17/2014,NA,101.575,106.31,107.52
,,9/18/2014,NA,101.565,106.28,107.57
,,9/19/2014,NA,101.582,106.23,107.58
,,9/22/2014,NA,101.4,106.26,107.63
,,9/23/2014,NA,101.56,106.23,107.58
,,9/24/2014,NA,101.486,106.18,107.32
,,9/25/2014,NA,101.494,106.24,107.41
,,9/26/2014,NA,101.48,106.16,107.36
,,9/29/2014,NA,101.457,106.08,107.28
,,9/30/2014,NA,101.449,106.03,107.28
,,10/1/2014,NA,101.43,106.03,107.43
,,10/2/2014,NA,101.642,106.2,107.21
,,10/3/2014,NA,101.311,105.904,107.103
,,10/6/2014,NA,101.43,105.98,107.23
,,10/7/2014,NA,101.43,106.01,107.23
,,10/8/2014,NA,101.439,105.96,107.205
,,10/9/2014,NA,101.389,105.96,107.065
,,10/10/2014,NA,101.597,106.1,107.38
,,10/13/2014,NA,101.379,105.88,107.205
,,10/14/2014,NA,101.374,105.91,107.08
,,10/15/2014,NA,101.329,105.86,106.96
,,10/16/2014,NA,101.3,105.68,106.71
,,10/17/2014,NA,101.303,105.66,106.89
,,10/20/2014,NA,101.299,105.66,106.78
,,10/21/2014,NA,101.297,105.68,106.93
,,10/22/2014,NA,101.33,105.71,106.88
,,10/23/2014,NA,101.06,105.71,106.48
,,10/24/2014,NA,101.262,105.86,106.88
,,10/27/2014,NA,101.246,105.86,106.98
,,10/28/2014,NA,101.247,105.81,106.8
,,10/29/2014,NA,101.225,105.86,106.94
,,10/30/2014,NA,101.198,105.92,106.96
,,10/31/2014,NA,101.181,105.98,106.82
,,11/3/2014,NA,101.131,105.65,107.185
,,11/4/2014,NA,101.166,105.95,107.01
,,11/5/2014,NA,101.157,105.96,106.98
,,11/6/2014,NA,101.118,105.88,107.14
,,11/7/2014,NA,101.112,105.98,107.19
,,11/10/2014,NA,101.093,106.06,107.18
,,11/11/2014,NA,101.1,106.06,107.18
,,11/12/2014,NA,101.111,105.91,107.38
,,11/13/2014,NA,101.089,106.08,107.26
,,11/14/2014,NA,100.85,106.08,107.26
,,11/17/2014,NA,100.978,106.04,107.17
,,11/18/2014,NA,100.973,106.06,107.28
,,11/19/2014,NA,100.81,106.06,107.26
,,11/20/2014,NA,100.922,106.13,107.53
,,11/21/2014,NA,100.92,106.15,107.53
,,11/24/2014,NA,100.912,106.19,107.48
,,11/25/2014,NA,100.894,106.16,107.53
,,11/26/2014,NA,100.885,106.3,107.38
,,11/27/2014,NA,100.863,106.18,107.28
,,11/28/2014,NA,100.857,106.18,107.38
,,12/1/2014,NA,100.85,106.26,107.37
,,12/2/2014,NA,100.841,106.21,107.335
,,12/3/2014,NA,100.838,106.23,107.39
,,12/4/2014,NA,100.83,106.23,107.48
,,12/5/2014,NA,100.83,106.4,107.68
,,12/8/2014,NA,100.772,106.28,107.58
,,12/9/2014,NA,100.764,106.31,107.68
,,12/10/2014,NA,100.764,106.45,107.73
,,12/11/2014,NA,100.715,106.31,107.83
,,12/12/2014,NA,100.55,106.18,107.78
,,12/15/2014,NA,100.697,106.15,107.56
,,12/16/2014,NA,100.68,105.94,107.405
,,12/17/2014,NA,100.68,106,107.395
,,12/18/2014,NA,100.632,106,107.4
,,12/19/2014,NA,100.793,106.09,107.4
,,12/22/2014,NA,100.61,106,107.68
,,12/23/2014,NA,100.74,106.07,107.405
,,12/24/2014,NA,100.702,106.223,107.556
,,12/25/2014,NA,100.702,106.223,107.542
,,12/26/2014,NA,100.702,106.223,107.556
,,12/29/2014,NA,100.538,106.04,107.445
,,12/30/2014,NA,100.672,106,107.43
,,12/31/2014,NA,100.697,106.21,107.562
,,1/1/2015,NA,100.697,106.224,107.595
,,1/2/2015,NA,100.632,106.07,107.51
,,1/5/2015,NA,100.431,106.01,107.63
,,1/6/2015,NA,100.39,106.01,107.53
,,1/7/2015,NA,100.481,106.01,107.53
,,1/8/2015,NA,100.481,106.015,107.435
,,1/9/2015,NA,100.381,106.02,107.5
,,1/12/2015,NA,100.481,106.02,107.485
,,1/13/2015,NA,100.349,106.015,107.78
,,1/14/2015,NA,100.431,106.015,107.68
,,1/15/2015,NA,100.331,105.945,107.68
,,1/16/2015,NA,100.331,105.945,107.485
,,1/19/2015,NA,100.331,105.945,107.365
,,1/20/2015,NA,100.309,105.915,107.365
,,1/21/2015,NA,100.14,105.69,107.13
,,1/22/2015,NA,100.259,105.915,107.365
,,1/23/2015,NA,100.224,105.975,107.425
,,1/26/2015,NA,100.13,105.895,107.485
,,1/27/2015,NA,100.281,105.975,107.55
,,1/28/2015,NA,100.281,106.005,107.63
,,1/29/2015,NA,100.281,105.96,107.435
,,1/30/2015,NA,100.166,105.965,107.43
,,2/2/2015,NA,100.129,105.965,107.68
,,2/3/2015,NA,100.119,105.965,107.585
,,2/4/2015,NA,100.108,106.05,107.535
,,2/5/2015,NA,100.114,106.11,107.48
,,2/6/2015,NA,100.073,105.975,107.49
,,2/9/2015,NA,100.064,105.975,107.565
,,2/10/2015,NA,100.059,105.975,107.785
,,2/11/2015,NA,100.052,105.965,107.615
,,2/12/2015,NA,99.9,105.78,107.46
,,2/13/2015,NA,100.027,105.965,107.75
,,2/16/2015,NA,100.031,105.945,107.78
,,2/17/2015,NA,99.992,105.965,107.93
,,2/18/2015,NA,99.987,105.98,107.88
,,2/19/2015,99.25,99.85,105.8,107.72
,,2/20/2015,99.3,99.981,105.915,107.915
,,2/23/2015,99.33,99.981,106.01,107.985
,,2/24/2015,99.39,99.929,105.98,107.935
,,2/25/2015,99.52,99.925,105.82,107.895
,,2/26/2015,99.81,99.89,106.1,108.015
,,2/27/2015,99.71,99.885,105.98,108.065
,,3/2/2015,99.69,99.88,106.01,107.98
,,3/3/2015,99.69,99.863,106.1,108.23
,,3/4/2015,99.67,99.88,106.1353,108.06
,,3/5/2015,99.69,99.83,106.1032,108.11
,,3/6/2015,99.43,99.819,106.1374,108.05
,,3/9/2015,99.48,99.808,106.154,108.14
,,3/10/2015,99.44,99.83,106.05,108.04
,,3/11/2015,99.44,99.784,105.97,108.085
,,3/12/2015,99.54,99.83,105.96,108.09
,,3/13/2015,99.53,99.78,105.85,108.25
,,3/16/2015,99.5,99.81,105.94,108.18
,,3/17/2015,99.31,99.81,106.1,107.67
,,3/18/2015,99.3,99.81,106.1,108.28
,,3/19/2015,98.75,NA,105.8,107.98
,,3/20/2015,99.2,NA,106.1,108.1
,,3/23/2015,99.29,NA,105.9,107.88
,,3/24/2015,99.3,NA,105.7,107.98
,,3/25/2015,98.99,NA,105.9,107.98
,,3/26/2015,99.17,NA,106,107.88
,,3/27/2015,99.18,NA,105.82,107.95
,,3/30/2015,99.27,NA,105.8,107.83
,,3/31/2015,99.23,NA,105.75,107.88
,,4/1/2015,99.3,NA,105.75,107.78
,,4/2/2015,99.35,NA,105.78,108.08
,,4/3/2015,99.409,NA,106,107.971
,,4/6/2015,99.409,NA,106,107.978
,,4/7/2015,99.34,NA,105.75,108.08
,,4/8/2015,99.35,NA,105.73,107.98
,,4/9/2015,99.45,NA,105.78,107.93
,,4/10/2015,99.25,NA,105.78,108.08
,,4/13/2015,99.62,NA,105.78,107.93
,,4/14/2015,99.26,NA,105.78,107.84
,,4/15/2015,99.65,NA,105.73,107.9
,,4/16/2015,99.67,NA,105.74,107.93
,,4/17/2015,99.91,NA,105.88,107.88
,,4/20/2015,99.6,NA,105.8,107.88
,,4/21/2015,99.6,NA,105.88,107.78
,,4/22/2015,99.62,NA,105.83,107.83
,,4/23/2015,99.5,NA,105.68,107.83
,,4/24/2015,99.52,NA,105.64,107.74
,,4/27/2015,99.75,NA,105.85,107.98
,,4/28/2015,99.6,NA,105.78,107.78
,,4/29/2015,99.56,NA,105.64,107.78
,,4/30/2015,99.39,NA,105.68,107.73
,,5/1/2015,99.5,NA,105.865,107.799
,,5/4/2015,99.35,NA,105.66,107.65
,,5/5/2015,99.22,NA,105.61,107.63
,,5/6/2015,98.51,NA,105.6,107.53
,,5/7/2015,98.17,NA,105.6,107.28
,,5/8/2015,98.53,NA,105.694,107.48
,,5/11/2015,98.39,NA,105.58,107.43
,,5/12/2015,97.85,NA,105.53,107.53
,,5/13/2015,98.18,NA,105.55,107.58
,,5/14/2015,98.18,NA,105.48,107.39
,,5/15/2015,98.396,NA,105.42,107.25
,,5/18/2015,98.1,NA,105.55,107.33
,,5/19/2015,98.1,NA,105.43,107.33
,,5/20/2015,97.95,NA,105.45,107.33
,,5/21/2015,97.99,NA,105.43,107.39
,,5/22/2015,98.01,NA,105.39,107.33
,,5/25/2015,98.01,NA,105.39,107.33
,,5/26/2015,97.98,NA,105.38,107.33
,,5/27/2015,97.9,NA,105.38,107.48
,,5/28/2015,97.7,NA,105.303,107.38
,,5/29/2015,97.4,NA,105.55,107.18
,,6/1/2015,97.3,NA,105.25,107.14
,,6/2/2015,97.28,NA,105.208,107.38
,,6/3/2015,95.7,NA,104.98,107.13
,,6/4/2015,95.93,NA,105.02,107.08
,,6/5/2015,96.07,NA,105.005,106.83
,,6/8/2015,95.17,NA,104.975,106.78
,,6/9/2015,95.45,NA,104.957,106.93
,,6/10/2015,94.83,NA,104.95,106.68
,,6/11/2015,94.89,NA,105.13,106.68
,,6/12/2015,94.69,NA,105.2,106.73
,,6/15/2015,94.4,NA,104.85,106.78
,,6/16/2015,94.45,NA,104.58,106.73
,,6/17/2015,93.7,NA,104.85,106.73
,,6/18/2015,93.7,NA,104.48,106.73
,,6/19/2015,93.7,NA,104.9,106.73
,,6/22/2015,94.15,NA,104.282,106.78
,,6/23/2015,93.619,NA,104.68,106.73
,,6/24/2015,93.89,NA,104.68,106.73
,,6/25/2015,93.94,NA,104.67,106.73
,,6/26/2015,93.994,NA,104.67,106.73
,,6/29/2015,94.156,NA,104.706,106.465
,,6/30/2015,94.011,NA,104.53,106.28
,,7/1/2015,93.443,NA,104.674,106.63
,,7/2/2015,93.183,NA,104.753,106.59
,,7/3/2015,94.2,NA,104.774,106.38
,,7/6/2015,94.336,NA,104.542,106.26
,,7/7/2015,93.03,NA,104.505,106.22
,,7/8/2015,93.01,NA,104.581,106.15
,,7/9/2015,93.18,NA,104.474,106.13
,,7/10/2015,93.28,NA,104.42,106.15
,,7/13/2015,93.25,NA,104.529,106.17
,,7/14/2015,93.2,NA,104.541,106.38
,,7/15/2015,93.45,NA,104.576,106.38
,,7/16/2015,94.2,NA,104.538,106.38
,,7/17/2015,94.14,NA,104.9,106.58
,,7/20/2015,94.51,NA,104.65,106.44
,,7/21/2015,94.59,NA,104.669,106.51
,,7/22/2015,94.75,NA,104.74,106.62
,,7/23/2015,94.8,NA,104.714,106.63
,,7/24/2015,94.72,NA,104.704,106.63
,,7/27/2015,94.172,NA,104.698,106.63
,,7/28/2015,94.43,NA,104.695,106.6
,,7/29/2015,94.349,NA,104.676,106.61
,,7/30/2015,94.803,NA,104.663,106.6
,,7/31/2015,94.79,NA,104.65,106.63
,,8/3/2015,95.088,NA,104.651,106.67
,,8/4/2015,94.837,NA,104.662,106.73
,,8/5/2015,94.86,NA,104.7,106.73
,,8/6/2015,94.8,NA,104.78,106.73
,,8/7/2015,95.07,NA,104.83,106.73
,,8/10/2015,95.04,NA,104.78,106.63
,,8/11/2015,94.894,NA,104.78,106.63
,,8/12/2015,94.769,NA,104.746,106.58
,,8/13/2015,94.997,NA,104.751,106.59
,,8/14/2015,95.28,NA,104.753,106.88
,,8/17/2015,95.34,NA,104.73,106.98
,,8/18/2015,95.36,NA,104.88,106.655
,,8/19/2015,95.07,NA,104.78,106.58
,,8/20/2015,94.85,NA,104.69,106.43
,,8/21/2015,93.75,NA,104.6,106.415
,,8/24/2015,93,NA,104.165,106.03
,,8/25/2015,93.3,NA,104.368,106.095
,,8/26/2015,93.6,NA,104.416,106.08
,,8/27/2015,93.36,NA,104.377,106.13
,,8/28/2015,93.2,NA,104.55,106.125
,,8/31/2015,93.4,NA,104.435,106.195
,,9/1/2015,93.22,NA,104.47,106.48
,,9/2/2015,93.235,NA,104.45,106.38
,,9/3/2015,93.23,NA,104.32,106.215
,,9/4/2015,93.07,NA,104.44,106.245
,,9/7/2015,93.05,NA,104.385,106.21
,,9/8/2015,93.1,NA,104.41,106.18
,,9/9/2015,93.227,NA,104.28,106.225
,,9/10/2015,92.78,NA,104.405,106.19
,,9/11/2015,92.76,NA,104.24,106.18
,,9/14/2015,92.8,NA,104.38,106.18
,,9/15/2015,92.58,NA,104.34,106.18
,,9/16/2015,92.35,NA,104.28,106.23
,,9/17/2015,92.11,NA,104.28,106.21
,,9/18/2015,92.295,NA,104.115,106.217
,,9/21/2015,92.34,NA,104.06,106.15
,,9/22/2015,92.2,NA,104.105,105.99
,,9/23/2015,91.15,NA,103.88,105.37
,,9/24/2015,91.272,NA,104.064,105.449
,,9/25/2015,91.129,NA,103.43,104.78
,,9/28/2015,90.765,NA,104.045,104.78
,,9/29/2015,89.15,NA,103.2,104.78
,,9/30/2015,89.284,NA,103.03,103.923
,,10/1/2015,89.1,NA,102.8,103.752
,,10/2/2015,89,NA,102.93,103.78
,,10/5/2015,89,NA,103.13,103.515
,,10/6/2015,88.92,NA,103.18,103.88
,,10/7/2015,89.32,NA,103.48,103.84
,,10/8/2015,89.43,NA,103.43,104
,,10/9/2015,89.575,NA,103.51,104.24
,,10/12/2015,90.7,NA,103.51,104.375
,,10/13/2015,90.73,NA,103.51,104.47
,,10/14/2015,90.483,NA,103.5,104.78
,,10/15/2015,90.96,NA,103.51,104.83
,,10/16/2015,91.2,NA,103.48,104.555
,,10/19/2015,90.888,NA,103.51,105.18
,,10/20/2015,91.411,NA,103.635,105.08
,,10/21/2015,92.2,NA,103.635,105.08
,,10/22/2015,93.71,NA,104.01,105.36
,,10/23/2015,94.16,NA,103.885,105.93
,,10/26/2015,94.96,NA,103.96,106.01
,,10/27/2015,94.96,NA,104.025,106.23
,,10/28/2015,95.32,NA,104.065,106.26
,,10/29/2015,95.15,NA,103.97,105.97
,,10/30/2015,94.96,NA,104,106.045
,,11/2/2015,94.97,NA,104.08,105.99
,,11/3/2015,95.22,NA,104,106.09
,,11/4/2015,95.51,NA,104.094,106.28
,,11/5/2015,95.55,NA,104.097,105.9
,,11/6/2015,95.25,NA,104.062,106.279
,,11/9/2015,95.36,NA,104.063,106.12
,,11/10/2015,95.36,NA,103.9,106.115
,,11/11/2015,95.12,NA,104,106.09
,,11/12/2015,95.085,NA,104,106.28
,,11/13/2015,94.87,NA,103.875,106.005
,,11/16/2015,94.865,NA,103.785,105.87
,,11/17/2015,94.92,NA,103.78,105.88
,,11/18/2015,95.02,NA,103.78,105.93
,,11/19/2015,95.34,NA,103.84,106.02
,,11/20/2015,95.31,NA,103.845,106.045
,,11/23/2015,95.29,NA,103.895,105.795
,,11/24/2015,95.37,NA,103.907,106.08
,,11/25/2015,95.54,NA,103.907,106.13
,,11/26/2015,95.61,NA,103.55,106.13
,,11/27/2015,95.82,NA,103.895,106.18
,,11/30/2015,95.92,NA,103.88,105.835
,,12/1/2015,96,NA,103.98,106.145
,,12/2/2015,95.95,NA,103.98,106.14
,,12/3/2015,95.227,NA,103.587,105.968
,,12/4/2015,95.568,NA,103.567,105.868
,,12/7/2015,95.588,NA,103.587,105.893
,,12/8/2015,95.42,NA,103.697,105.98
,,12/9/2015,95.39,NA,103.705,105.91
,,12/10/2015,95.5,NA,103.94,106.08
,,12/11/2015,95.14,NA,103.615,105.685
,,12/14/2015,94.43,NA,103.23,105.205
,,12/15/2015,94.03,NA,103.165,105.16
,,12/16/2015,94.15,NA,103.23,104.78
,,12/17/2015,94.46,NA,103.264,104.98
,,12/18/2015,94.42,NA,103.23,104.58
,,12/21/2015,94.45,NA,103.23,105.08
,,12/22/2015,94.55,NA,103.131,104.83
,,12/23/2015,94.66,NA,103.12,104.78
,,12/24/2015,94.261,NA,103.475,104.996
,,12/25/2015,94.264,NA,103.474,105.051
,,12/28/2015,95.02,NA,103.28,104.88
,,12/29/2015,94.86,NA,103.18,104.58
,,12/30/2015,94.87,NA,103.18,104.58
,,12/31/2015,94.225,NA,103.448,104.92
,,1/1/2016,94.25,NA,103.449,104.923
,,1/4/2016,94.65,NA,103.075,104.88
,,1/5/2016,94.52,NA,103.18,104.4
,,1/6/2016,93.85,NA,103.065,104.78
,,1/7/2016,92.26,NA,102.532,103.93
,,1/8/2016,91.7,NA,102.54,103.795
,,1/11/2016,89.36,NA,102.616,103.325
,,1/12/2016,89.68,NA,102.39,103.78
,,1/13/2016,89.45,NA,102.425,103.455
,,1/14/2016,88.2,NA,102.366,103.28
,,1/15/2016,88.4,NA,102.33,103.08
,,1/18/2016,87.9,NA,102.24,103.08
,,1/19/2016,88.1,NA,102.361,103.18
,,1/20/2016,86.985,NA,102.076,102.9
,,1/21/2016,87.27,NA,102.35,103.4
,,1/22/2016,88.52,NA,102.5,103.7
,,1/25/2016,89.36,NA,102.51,103.7
,,1/26/2016,89.927,NA,102.65,103.7
,,1/27/2016,91.93,NA,102.6,104.025
,,1/28/2016,93.2,NA,102.9,104.545
,,1/29/2016,93.8,NA,102.915,104.655
,,2/1/2016,93.7,NA,102.8,104.61
,,2/2/2016,92.655,NA,102.732,104.45
,,2/3/2016,92.025,NA,102.8,104.5
,,2/4/2016,92.54,NA,102.8,104.6
,,2/5/2016,92.95,NA,102.7,104.6
,,2/8/2016,92.543,NA,102.7,104.1
,,2/9/2016,91.511,NA,102.845,104.288
,,2/10/2016,91.55,NA,102.51,104.45
,,2/11/2016,90.96,NA,102.496,103.75
,,2/12/2016,89.951,NA,102.43,103.704
,,2/15/2016,90.56,NA,102.45,103.65
,,2/16/2016,90.275,NA,102.45,103.66
,,2/17/2016,90.4,NA,102.45,103.595
,,2/18/2016,91.12,NA,102.556,103.85
,,2/19/2016,91.1,NA,102.56,103.875
,,2/22/2016,91.4,NA,102.56,104
,,2/23/2016,91.15,NA,102.54,103.95
,,2/24/2016,90.91,NA,102.6,103.82
,,2/25/2016,90.82,NA,102.8,104
,,2/26/2016,91.25,NA,102.8,104
,,2/29/2016,91.18,NA,102.85,104.1
,,3/1/2016,90.393,NA,102.8,103.95
,,3/2/2016,91.3,NA,102.564,104.125
,,3/3/2016,90.99,NA,102.6,104.2
,,3/4/2016,91.24,NA,102.585,104.021
,,3/7/2016,91.34,NA,102.55,104.1
,,3/8/2016,91.65,NA,102.585,104.25
,,3/9/2016,91.26,NA,102.53,104.35
,,3/10/2016,90.835,NA,102.615,104.475
,,3/11/2016,93.34,NA,102.77,104.85
,,3/14/2016,94.43,NA,102.95,105.5
,,3/15/2016,94.2,NA,102.95,104.85
,,3/16/2016,93.7,NA,102.765,105.264
,,3/17/2016,93.9,NA,102.74,105.6
,,3/18/2016,94.025,NA,102.737,105.26
,,3/21/2016,94.5,NA,102.73,105.28
,,3/22/2016,94.7,NA,102.77,105.28
,,3/23/2016,95.15,NA,102.9,105.4
,,3/24/2016,95.05,NA,102.745,105.7
,,3/25/2016,94.508,NA,103.074,105.757
,,3/28/2016,94.562,NA,103.074,105.779
,,3/29/2016,95.15,NA,102.945,105.65
,,3/30/2016,95.2,NA,102.775,105.5
,,3/31/2016,95.47,NA,102.87,105.7
,,4/1/2016,95.966,NA,102.85,105.78
,,4/4/2016,96.95,NA,102.86,106
,,4/5/2016,96.78,NA,102.84,106.02
,,4/6/2016,96.7,NA,102.84,105.9
,,4/7/2016,96.92,NA,102.81,105.95
,,4/8/2016,97,NA,102.792,105.885
,,4/11/2016,96.93,NA,102.775,105.899
,,4/12/2016,97.2,NA,102.785,106
,,4/13/2016,97.45,NA,102.815,106.075
,,4/14/2016,97.8,NA,102.825,106.22
,,4/15/2016,98.1,NA,102.775,106.17
,,4/18/2016,98,NA,102.76,106.15
,,4/19/2016,97.777,NA,102.935,106.4
,,4/20/2016,98.56,NA,102.945,106.55
,,4/21/2016,98.84,NA,102.95,106.25
,,4/22/2016,98.89,NA,102.925,106.35
,,4/25/2016,98.75,NA,102.925,106.4
,,4/26/2016,98.5,NA,102.875,106.28
,,4/27/2016,98.5,NA,102.85,106.26
,,4/28/2016,98.52,NA,102.78,106.21
,,4/29/2016,98.61,NA,102.8,106.2
,,5/2/2016,98.55,NA,102.74,106.2
,,5/3/2016,98.635,NA,102.8,106.202
,,5/4/2016,98.46,NA,102.765,106.1
,,5/5/2016,98.575,NA,102.76,106.15
,,5/6/2016,98.65,NA,103.077,106.14
,,5/9/2016,98.47,NA,103.055,106.085
,,5/10/2016,97.95,NA,102.8,105.954
,,5/11/2016,97.95,NA,102.934,105.783
,,5/12/2016,97.46,NA,102.866,105.728
,,5/13/2016,97.37,NA,102.829,105.734
,,5/16/2016,96.981,NA,102.823,105.714
,,5/17/2016,98.066,NA,102.638,105.88
,,5/18/2016,97.5,NA,102.775,105.727
,,5/19/2016,97.45,NA,102.785,105.698
,,5/20/2016,97.2,NA,102.768,105.656
,,5/23/2016,97.15,NA,102.575,105.581
,,5/24/2016,97.15,NA,102.758,105.81
,,5/25/2016,97.35,NA,102.768,105.857
,,5/26/2016,97.45,NA,102.636,105.866
,,5/27/2016,97.48,NA,102.68,105.572
,,5/30/2016,97.55,NA,102.724,105.574
,,5/31/2016,97.575,NA,102.636,105.606
,,6/1/2016,97.755,NA,102.705,105.648
,,6/2/2016,97.75,NA,102.688,105.931
,,6/3/2016,98.22,NA,102.59,105.713
,,6/6/2016,97.96,NA,102.695,106.012
,,6/7/2016,98.34,NA,102.686,105.849
,,6/8/2016,98.3,NA,102.675,105.963
,,6/9/2016,98.36,NA,102.649,105.956
,,6/10/2016,98.21,NA,102.654,106.051
,,6/13/2016,97.84,NA,102.604,105.771
,,6/14/2016,97.42,NA,102.556,105.693
,,6/15/2016,98,NA,102.561,105.711
,,6/16/2016,97.55,NA,102.569,105.508
,,6/17/2016,97.85,NA,102.565,105.663
,,6/20/2016,98,NA,102.576,105.67
,,6/21/2016,98,NA,102.591,105.638
,,6/22/2016,98.12,NA,102.591,105.829
,,6/23/2016,98.1,NA,102.56,105.765
,,6/24/2016,96.171,NA,102.322,104.775
,,6/27/2016,96.45,NA,102.015,104.617
,,6/28/2016,96.612,NA,102.251,105
,,6/29/2016,96.855,NA,102.185,105.063
,,6/30/2016,96.628,NA,102.13,104.965
,,7/1/2016,97.4,NA,102.185,105.089
,,7/4/2016,97.76,NA,102.25,104.985
,,7/5/2016,97.62,NA,102.243,105.283
,,7/6/2016,97.93,NA,102.244,105.287
,,7/7/2016,98.1,NA,102.314,105.12
,,7/8/2016,98.28,NA,102.18,105.246
,,7/11/2016,98.55,NA,102.265,105.728
,,7/12/2016,99.2,NA,102.319,105.583
,,7/13/2016,99.21,NA,102.297,105.8
,,7/14/2016,99.44,NA,102.356,106.007
,,7/15/2016,99.55,NA,102.362,105.881
,,7/18/2016,99.57,NA,102.394,105.917
,,7/19/2016,99.75,NA,102.404,106.084
,,7/20/2016,100.1,NA,102.388,106.224
,,7/21/2016,100.32,NA,102.36,106.376
,,7/22/2016,100.82,NA,102.349,106.396
,,7/25/2016,101.25,NA,102.363,106.489
,,7/26/2016,100.974,NA,102.348,106.491
,,7/27/2016,101.21,NA,102.34,106.565
,,7/28/2016,101.38,NA,102.304,106.497
,,7/29/2016,101.57,NA,102.294,106.5
,,8/1/2016,101.35,NA,102.284,106.547
,,8/2/2016,101.57,NA,102.267,106.552
,,8/3/2016,101.72,NA,102.253,106.571
,,8/4/2016,101.78,NA,102.225,106.571
,,8/5/2016,101.88,NA,102.213,106.645
,,8/8/2016,101.91,NA,102.205,106.622
,,8/9/2016,101.89,NA,102.195,106.635
,,8/10/2016,102.28,NA,102.258,106.669
,,8/11/2016,102.29,NA,102.154,106.586
,,8/12/2016,102.32,NA,102.146,106.929
,,8/15/2016,102.29,NA,102.129,106.714
,,8/16/2016,102.27,NA,102.129,106.659
,,8/17/2016,102.4,NA,102.135,106.656
,,8/18/2016,102.68,NA,102.08,106.636
,,8/19/2016,102.3,NA,102.07,106.62
,,8/22/2016,102.6,NA,102.085,106.682
,,8/23/2016,102.78,NA,102.089,106.637
,,8/24/2016,102.69,NA,102.025,106.629
,,8/25/2016,102.71,NA,102.005,106.663
,,8/26/2016,102.71,NA,102.026,106.579
,,8/29/2016,102.88,NA,102.014,106.615
,,8/30/2016,102.79,NA,102.005,106.643
,,8/31/2016,102.593,NA,101.99,106.669
,,9/1/2016,102.85,NA,101.995,106.686
,,9/2/2016,102.85,NA,101.949,106.719
,,9/5/2016,102.65,NA,101.938,106.662
,,9/6/2016,102.7,NA,101.929,106.671
,,9/7/2016,102.79,NA,101.88,106.686
,,9/8/2016,102.66,NA,101.881,106.642
,,9/9/2016,102.46,NA,101.879,106.573
,,9/12/2016,101.3,NA,101.852,106.71
,,9/13/2016,101.44,NA,101.792,106.389
,,9/14/2016,101.04,NA,101.787,106.356
,,9/15/2016,101.25,NA,101.754,106.584
,,9/16/2016,100.85,NA,101.744,106.339
,,9/19/2016,100.85,NA,101.731,106.321
,,9/20/2016,100.67,NA,101.722,106.248
,,9/21/2016,100.49,NA,101.709,106.189
,,9/22/2016,100.92,NA,101.679,106.212
,,9/23/2016,100.91,NA,101.666,106.264
,,9/26/2016,100.94,NA,101.656,106.241
,,9/27/2016,100.82,NA,101.655,106.228
,,9/28/2016,101.03,NA,101.649,106.219
,,9/29/2016,101.01,NA,101.617,106.228
,,9/30/2016,100.98,NA,101.61,106.243
,,10/3/2016,101.007,NA,101.602,106.102
,,10/4/2016,101.25,NA,101.595,106.228
,,10/5/2016,100.95,NA,101.582,106.134
,,10/6/2016,101,NA,101.56,106.154
,,10/7/2016,100.9,NA,101.585,106.203
,,10/10/2016,101,NA,101.55,106.136
,,10/11/2016,101.1,NA,101.54,106.144
,,10/12/2016,101,NA,101.531,106.135
