Names,,Date,FR0010261396,FR0010033381,FR0011224963,FR0011048966,FR0010750489,FR0000474983,FR0010913780,FR0010745976,FR0010918490,FR0010206276,FR0010261388,FR0010474239,FR0000474975,FR0010397927,FR0010750497,FR0010745984
,,6/3/2021,NA,161.648,125.753,NA,NA,NA,104.811,NA,NA,NA,NA,105.208,NA,NA,NA,NA
,,6/4/2021,NA,162.224,125.927,NA,NA,NA,104.792,NA,NA,NA,NA,105.203,NA,NA,NA,NA
,,6/7/2021,NA,161.953,125.844,NA,NA,NA,104.755,NA,NA,NA,NA,105.185,NA,NA,NA,NA
,,6/8/2021,NA,162.442,125.87,NA,NA,NA,104.749,NA,NA,NA,NA,105.169,NA,NA,NA,NA
,,6/9/2021,NA,162.774,125.915,NA,NA,NA,104.752,NA,NA,NA,NA,105.146,NA,NA,NA,NA
,,6/10/2021,NA,162.832,125.822,NA,NA,NA,104.686,NA,NA,NA,NA,105.102,NA,NA,NA,NA
,,6/11/2021,NA,163.06,125.87,NA,NA,NA,104.678,NA,NA,NA,NA,105.099,NA,NA,NA,NA
,,6/14/2021,NA,162.77,125.895,NA,NA,NA,104.664,NA,NA,NA,NA,105.077,NA,NA,NA,NA
,,6/15/2021,NA,162.592,125.87,NA,NA,NA,104.651,NA,NA,NA,NA,105.058,NA,NA,NA,NA
,,6/16/2021,NA,162.55,125.834,NA,NA,NA,104.634,NA,NA,NA,NA,105.044,NA,NA,NA,NA
,,6/17/2021,NA,162.363,125.753,NA,NA,NA,104.609,NA,NA,NA,NA,104.993,NA,NA,NA,NA
,,6/18/2021,NA,162.619,125.73,NA,NA,NA,104.608,NA,NA,NA,NA,104.985,NA,NA,NA,NA
,,6/21/2021,NA,162.001,125.659,NA,NA,NA,104.586,NA,NA,NA,NA,104.952,NA,NA,NA,NA
,,6/22/2021,NA,161.88,125.61,NA,NA,NA,104.575,NA,NA,NA,NA,104.936,NA,NA,NA,NA
,,6/23/2021,NA,162.267,125.642,NA,NA,NA,104.548,NA,NA,NA,NA,104.923,NA,NA,NA,NA
,,6/24/2021,NA,162.252,125.564,NA,NA,NA,104.511,NA,NA,NA,NA,104.887,NA,NA,NA,NA
,,6/25/2021,NA,161.679,125.518,NA,NA,NA,104.498,NA,NA,NA,NA,104.876,NA,NA,NA,NA
,,6/28/2021,NA,162.216,125.601,NA,NA,NA,104.486,NA,NA,NA,NA,104.845,NA,NA,NA,NA
,,6/29/2021,NA,161.882,125.529,NA,NA,NA,104.475,NA,NA,NA,NA,104.847,NA,NA,NA,NA
,,6/30/2021,NA,162.574,125.548,NA,NA,NA,104.466,NA,NA,NA,NA,104.82,NA,NA,NA,NA
,,7/1/2021,NA,162.47,125.599,NA,NA,NA,104.437,NA,NA,NA,NA,104.796,NA,NA,NA,NA
,,7/2/2021,NA,162.951,125.608,NA,NA,NA,104.438,NA,NA,NA,NA,104.776,NA,NA,NA,NA
,,7/5/2021,NA,162.591,125.508,NA,NA,NA,104.419,NA,NA,NA,NA,104.775,NA,NA,NA,NA
,,7/6/2021,NA,163.443,125.678,NA,NA,NA,104.402,NA,NA,NA,NA,104.771,NA,NA,NA,NA
,,7/7/2021,NA,163.869,125.679,NA,NA,NA,104.38,NA,NA,NA,NA,104.741,NA,NA,NA,NA
,,7/8/2021,NA,163.975,125.65,NA,NA,NA,104.362,NA,NA,NA,NA,104.692,NA,NA,NA,NA
,,7/9/2021,NA,163.788,125.519,NA,NA,NA,104.324,NA,NA,NA,NA,104.691,NA,NA,NA,NA
,,7/12/2021,NA,163.819,125.573,NA,NA,NA,104.317,NA,NA,NA,NA,104.681,NA,NA,NA,NA
,,7/13/2021,NA,164.163,125.595,NA,NA,NA,104.287,NA,NA,NA,NA,104.63,NA,NA,NA,NA
,,7/14/2021,NA,164.163,125.595,NA,NA,NA,104.287,NA,NA,NA,NA,104.63,NA,NA,NA,NA
,,7/15/2021,NA,164.246,125.576,NA,NA,NA,104.259,NA,NA,NA,NA,104.591,NA,NA,NA,NA
,,7/16/2021,NA,164.563,125.633,NA,NA,NA,104.263,NA,NA,NA,NA,104.584,NA,NA,NA,NA
,,7/19/2021,NA,164.991,125.686,NA,NA,NA,104.232,NA,NA,NA,NA,104.559,NA,NA,NA,NA
,,7/20/2021,NA,165.381,125.943,NA,NA,NA,104.223,NA,NA,NA,NA,104.552,NA,NA,NA,NA
,,7/21/2021,NA,165.09,125.83,NA,NA,NA,104.214,NA,NA,NA,NA,104.542,NA,NA,NA,NA
,,7/22/2021,NA,165.516,125.929,NA,NA,NA,104.181,NA,NA,NA,NA,104.503,NA,NA,NA,NA
,,7/23/2021,NA,165.4,125.963,NA,NA,NA,104.163,NA,NA,NA,NA,104.496,NA,NA,NA,NA
,,7/26/2021,NA,165.374,125.974,NA,NA,NA,104.149,NA,NA,NA,NA,104.49,NA,NA,NA,NA
,,7/27/2021,NA,165.808,126.014,NA,NA,NA,104.14,NA,NA,NA,NA,104.477,NA,NA,NA,NA
,,7/28/2021,NA,165.996,126.09,NA,NA,NA,104.126,NA,NA,NA,NA,104.454,NA,NA,NA,NA
,,7/29/2021,NA,165.936,126.009,NA,NA,NA,104.083,NA,NA,NA,NA,104.417,NA,NA,NA,NA
,,7/30/2021,NA,166.1,126.039,NA,NA,NA,104.07,NA,NA,NA,NA,104.371,NA,NA,NA,NA
,,8/2/2021,NA,166.345,126.012,NA,NA,NA,104.068,NA,NA,NA,NA,104.38,NA,NA,NA,NA
,,8/3/2021,NA,166.486,125.962,NA,NA,NA,104.062,NA,NA,NA,NA,104.348,NA,NA,NA,NA
,,8/4/2021,NA,166.711,125.978,NA,NA,NA,104.046,NA,NA,NA,NA,104.328,NA,NA,NA,NA
,,8/5/2021,NA,166.601,126.055,NA,NA,NA,103.992,NA,NA,NA,NA,104.288,NA,NA,NA,NA
,,8/6/2021,NA,165.81,125.848,NA,NA,NA,103.99,NA,NA,NA,NA,104.253,NA,NA,NA,NA
,,8/9/2021,NA,165.786,125.852,NA,NA,NA,103.976,NA,NA,NA,NA,104.243,NA,NA,NA,NA
,,8/10/2021,NA,165.757,125.842,NA,NA,NA,103.963,NA,NA,NA,NA,104.225,NA,NA,NA,NA
,,8/11/2021,NA,165.9,125.73,NA,NA,NA,103.943,NA,NA,NA,NA,104.214,NA,NA,NA,NA
,,8/12/2021,NA,165.748,125.755,NA,NA,NA,103.911,NA,NA,NA,NA,104.166,NA,NA,NA,NA
,,8/13/2021,NA,165.902,125.72,NA,NA,NA,103.891,NA,NA,NA,NA,104.148,NA,NA,NA,NA
,,8/16/2021,NA,165.828,125.765,NA,NA,NA,103.889,NA,NA,NA,NA,104.16,NA,NA,NA,NA
,,8/17/2021,NA,165.728,125.892,NA,NA,NA,103.878,NA,NA,NA,NA,104.149,NA,NA,NA,NA
,,8/18/2021,NA,166.142,125.902,NA,NA,NA,103.865,NA,NA,NA,NA,104.129,NA,NA,NA,NA
,,8/19/2021,NA,165.91,125.752,NA,NA,NA,103.811,NA,NA,NA,NA,104.094,NA,NA,NA,NA
,,8/20/2021,NA,166.075,125.734,NA,NA,NA,103.807,NA,NA,NA,NA,104.076,NA,NA,NA,NA
,,8/23/2021,NA,165.783,125.813,NA,NA,NA,103.786,NA,NA,NA,NA,104.061,NA,NA,NA,NA
,,8/24/2021,NA,165.525,125.767,NA,NA,NA,103.769,NA,NA,NA,NA,104.048,NA,NA,NA,NA
,,8/25/2021,NA,164.438,125.595,NA,NA,NA,103.766,NA,NA,NA,NA,104.033,NA,NA,NA,NA
,,8/26/2021,NA,164.328,125.606,NA,NA,NA,103.716,NA,NA,NA,NA,103.996,NA,NA,NA,NA
,,8/27/2021,NA,164.525,125.577,NA,NA,NA,103.708,NA,NA,NA,NA,103.979,NA,NA,NA,NA
,,8/30/2021,NA,164.96,125.58,NA,NA,NA,103.703,NA,NA,NA,NA,103.969,NA,NA,NA,NA
,,8/31/2021,NA,163.873,125.462,NA,NA,NA,103.67,NA,NA,NA,NA,103.941,NA,NA,NA,NA
,,9/1/2021,NA,163.615,125.523,NA,NA,NA,103.651,NA,NA,NA,NA,103.924,NA,NA,NA,NA
,,9/2/2021,NA,163.871,125.542,NA,NA,NA,103.634,NA,NA,NA,NA,103.891,NA,NA,NA,NA
,,9/3/2021,NA,163.443,125.511,NA,NA,NA,103.622,NA,NA,NA,NA,103.875,NA,NA,NA,NA
,,9/6/2021,NA,163.553,125.474,NA,NA,NA,103.606,NA,NA,NA,NA,103.846,NA,NA,NA,NA
,,9/7/2021,NA,162.784,125.255,NA,NA,NA,103.585,NA,NA,NA,NA,103.825,NA,NA,NA,NA
,,9/8/2021,NA,163.054,125.213,NA,NA,NA,103.573,NA,NA,NA,NA,103.815,NA,NA,NA,NA
,,9/9/2021,NA,163.479,125.25,NA,NA,NA,103.539,NA,NA,NA,NA,103.765,NA,NA,NA,NA
,,9/10/2021,NA,162.816,125.153,NA,NA,NA,103.532,NA,NA,NA,NA,103.75,NA,NA,NA,NA
,,9/13/2021,NA,162.943,125.205,NA,NA,NA,103.523,NA,NA,NA,NA,103.735,NA,NA,NA,NA
,,9/14/2021,NA,163.199,125.199,NA,NA,NA,103.511,NA,NA,NA,NA,103.724,NA,NA,NA,NA
,,9/15/2021,NA,162.585,125.145,NA,NA,NA,103.496,NA,NA,NA,NA,103.71,NA,NA,NA,NA
,,9/16/2021,NA,162.374,125.133,NA,NA,NA,103.463,NA,NA,NA,NA,103.673,NA,NA,NA,NA
,,9/17/2021,NA,162.058,125.148,NA,NA,NA,103.45,NA,NA,NA,NA,103.663,NA,NA,NA,NA
,,9/20/2021,NA,162.687,125.155,NA,NA,NA,103.44,NA,NA,NA,NA,103.644,NA,NA,NA,NA
,,9/21/2021,NA,162.514,125.182,NA,NA,NA,103.428,NA,NA,NA,NA,103.628,NA,NA,NA,NA
,,9/22/2021,NA,162.766,125.141,NA,NA,NA,103.41,NA,NA,NA,NA,103.623,NA,NA,NA,NA
,,9/23/2021,NA,161.528,124.927,NA,NA,NA,103.376,NA,NA,NA,NA,103.589,NA,NA,NA,NA
,,9/24/2021,NA,161.154,124.842,NA,NA,NA,103.358,NA,NA,NA,NA,103.572,NA,NA,NA,NA
,,9/27/2021,NA,161.066,124.846,NA,NA,NA,103.349,NA,NA,NA,NA,103.556,NA,NA,NA,NA
,,9/28/2021,NA,160.703,124.705,NA,NA,NA,103.33,NA,NA,NA,NA,103.566,NA,NA,NA,NA
,,9/29/2021,NA,160.921,124.79,NA,NA,NA,103.327,NA,NA,NA,NA,103.525,NA,NA,NA,NA
,,9/30/2021,NA,160.827,124.739,NA,NA,NA,103.291,NA,NA,NA,NA,103.499,NA,NA,NA,NA
,,10/1/2021,NA,161.198,124.838,NA,NA,NA,103.273,NA,NA,NA,NA,103.479,NA,NA,NA,NA
,,10/4/2021,NA,160.955,124.848,NA,NA,NA,103.27,NA,NA,NA,NA,103.467,NA,NA,NA,NA
,,10/5/2021,NA,160.573,124.818,NA,NA,NA,103.253,NA,NA,NA,NA,103.448,NA,NA,NA,NA
,,10/6/2021,NA,160.349,124.803,NA,NA,NA,103.236,NA,NA,NA,NA,103.438,NA,NA,NA,NA
,,10/7/2021,NA,160.427,124.827,NA,NA,NA,103.202,NA,NA,NA,NA,103.392,NA,NA,NA,NA
,,10/8/2021,NA,159.934,124.746,NA,NA,NA,103.182,NA,NA,NA,NA,103.374,NA,NA,NA,NA
,,10/11/2021,NA,159.483,124.54,NA,NA,NA,103.167,NA,NA,NA,NA,103.359,NA,NA,NA,NA
,,10/12/2021,NA,158.932,124.39,NA,NA,NA,103.152,NA,NA,NA,NA,103.345,NA,NA,NA,NA
,,10/13/2021,NA,159.527,124.373,NA,NA,NA,103.124,NA,NA,NA,NA,103.323,NA,NA,NA,NA
,,10/14/2021,NA,160.267,124.469,NA,NA,NA,103.102,NA,NA,NA,NA,103.285,NA,NA,NA,NA
,,10/15/2021,NA,159.91,124.49,NA,NA,NA,103.097,NA,NA,NA,NA,103.268,NA,NA,NA,NA
,,10/18/2021,NA,159.636,124.269,NA,NA,NA,103.076,NA,NA,NA,NA,103.257,NA,NA,NA,NA
,,10/19/2021,NA,159.102,124.141,NA,NA,NA,103.062,NA,NA,NA,NA,103.247,NA,NA,NA,NA
,,10/20/2021,NA,159.32,124.234,NA,NA,NA,103.054,NA,NA,NA,NA,103.23,NA,NA,NA,NA
,,10/21/2021,NA,158.883,124.049,NA,NA,NA,103.02,NA,NA,NA,NA,103.182,NA,NA,NA,NA
,,10/22/2021,NA,159.024,124.054,NA,NA,NA,103.008,NA,NA,NA,NA,103.16,NA,NA,NA,NA
,,10/25/2021,NA,159.17,124.11,NA,NA,NA,102.992,NA,NA,NA,NA,103.15,NA,NA,NA,NA
,,10/26/2021,NA,159.262,124.135,NA,NA,NA,102.983,NA,NA,NA,NA,103.139,NA,NA,NA,NA
,,10/27/2021,NA,160.158,124.198,NA,NA,NA,102.968,NA,NA,NA,NA,103.135,NA,NA,NA,NA
,,10/28/2021,NA,159.416,124.003,NA,NA,NA,102.927,NA,NA,NA,NA,103.075,NA,NA,NA,NA
,,10/29/2021,NA,158.852,123.734,NA,NA,NA,102.918,NA,NA,NA,NA,103.049,NA,NA,NA,NA
,,11/1/2021,NA,158.803,123.691,NA,NA,NA,102.905,NA,NA,NA,NA,103.045,NA,NA,NA,NA
,,11/2/2021,NA,159.69,124.03,NA,NA,NA,102.897,NA,NA,NA,NA,103.053,NA,NA,NA,NA
,,11/3/2021,NA,159.828,124.023,NA,NA,NA,102.884,NA,NA,NA,NA,103.03,NA,NA,NA,NA
,,11/4/2021,NA,160.6,124.535,NA,NA,NA,102.849,NA,NA,NA,NA,102.987,NA,NA,NA,NA
,,11/5/2021,NA,161.502,124.616,NA,NA,NA,102.839,NA,NA,NA,NA,102.958,NA,NA,NA,NA
,,11/8/2021,NA,160.972,124.596,NA,NA,NA,102.833,NA,NA,NA,NA,102.961,NA,NA,NA,NA
,,11/9/2021,NA,161.676,124.803,NA,NA,NA,102.818,NA,NA,NA,NA,102.935,NA,NA,NA,NA
,,11/10/2021,NA,160.994,124.596,NA,NA,NA,102.807,NA,NA,NA,NA,102.916,NA,NA,NA,NA
,,11/11/2021,NA,160.723,124.45,NA,NA,NA,102.761,NA,NA,NA,NA,102.887,NA,NA,NA,NA
,,11/12/2021,NA,161.259,124.398,NA,NA,NA,102.742,NA,NA,NA,NA,102.851,NA,NA,NA,NA
,,11/15/2021,NA,160.501,124.276,NA,NA,NA,102.722,NA,NA,NA,NA,102.845,NA,NA,NA,NA
,,11/16/2021,NA,160.345,124.285,NA,NA,NA,102.693,NA,NA,NA,NA,102.83,NA,NA,NA,NA
,,11/17/2021,NA,160.136,124.06,NA,NA,NA,102.679,NA,NA,NA,NA,102.801,NA,NA,NA,NA
,,11/18/2021,NA,160.485,123.728,NA,NA,NA,102.653,NA,NA,NA,NA,102.762,NA,NA,NA,NA
,,11/19/2021,NA,161.523,124.051,NA,NA,NA,102.635,NA,NA,NA,NA,102.751,NA,NA,NA,NA
,,11/22/2021,NA,160.855,124.187,NA,NA,NA,102.622,NA,NA,NA,NA,102.739,NA,NA,NA,NA
,,11/23/2021,NA,159.609,124.211,NA,NA,NA,102.615,NA,NA,NA,NA,102.724,NA,NA,NA,NA
,,11/24/2021,NA,159.374,123.712,NA,NA,NA,102.596,NA,NA,NA,NA,102.7,NA,NA,NA,NA
,,11/25/2021,NA,159.021,123.419,NA,NA,NA,102.561,NA,NA,NA,NA,102.66,NA,NA,NA,NA
,,11/26/2021,NA,159.163,123.048,NA,NA,NA,102.543,NA,NA,NA,NA,102.641,NA,NA,NA,NA
,,11/29/2021,NA,158.782,122.955,NA,NA,NA,102.532,NA,NA,NA,NA,102.618,NA,NA,NA,NA
,,11/30/2021,NA,159.212,123.186,NA,NA,NA,102.522,NA,NA,NA,NA,102.607,NA,NA,NA,NA
,,12/1/2021,NA,159.644,122.957,NA,NA,NA,102.512,NA,NA,NA,NA,102.595,NA,NA,NA,NA
,,12/2/2021,NA,160.175,123.531,NA,NA,NA,102.481,NA,NA,NA,NA,102.556,NA,NA,NA,NA
,,12/3/2021,NA,160.795,123.75,NA,NA,NA,102.465,NA,NA,NA,NA,102.531,NA,NA,NA,NA
,,12/6/2021,NA,160.987,123.525,NA,NA,NA,102.453,NA,NA,NA,NA,102.52,NA,NA,NA,NA
,,12/7/2021,NA,160.908,123.648,NA,NA,NA,102.443,NA,NA,NA,NA,102.506,NA,NA,NA,NA
,,12/8/2021,NA,160.158,123.434,NA,NA,NA,102.433,NA,NA,NA,NA,102.49,NA,NA,NA,NA
,,12/9/2021,NA,160.581,123.56,NA,NA,NA,102.399,NA,NA,NA,NA,102.444,NA,NA,NA,NA
,,12/10/2021,NA,160.718,123.5,NA,NA,NA,102.378,NA,NA,NA,NA,102.432,NA,NA,NA,NA
,,12/13/2021,NA,161.319,123.581,NA,NA,NA,102.366,NA,NA,NA,NA,102.42,NA,NA,NA,NA
,,12/14/2021,NA,161.04,123.371,NA,NA,NA,102.346,NA,NA,NA,NA,102.389,NA,NA,NA,NA
,,12/15/2021,NA,160.924,123.559,NA,NA,NA,102.342,NA,NA,NA,NA,102.382,NA,NA,NA,NA
,,12/16/2021,NA,160.608,123.562,NA,NA,NA,102.305,NA,NA,NA,NA,102.346,NA,NA,NA,NA
,,12/17/2021,NA,161.016,123.641,NA,NA,NA,102.3,NA,NA,NA,NA,102.322,NA,NA,NA,NA
,,12/20/2021,NA,160.887,123.679,NA,NA,NA,102.284,NA,NA,NA,NA,102.31,NA,NA,NA,NA
,,12/21/2021,NA,160.048,123.373,NA,NA,NA,102.271,NA,NA,NA,NA,102.295,NA,NA,NA,NA
,,12/22/2021,NA,159.84,123.199,NA,NA,NA,102.259,NA,NA,NA,NA,102.272,NA,NA,NA,NA
,,12/23/2021,NA,159.156,122.864,NA,NA,NA,102.226,NA,NA,NA,NA,102.234,NA,NA,NA,NA
,,12/24/2021,NA,159.133,122.992,NA,NA,NA,102.236,NA,NA,NA,NA,102.225,NA,NA,NA,NA
,,12/27/2021,NA,159.01,122.912,NA,NA,NA,102.196,NA,NA,NA,NA,102.199,NA,NA,NA,NA
,,12/28/2021,NA,159.01,122.897,NA,NA,NA,102.178,NA,NA,NA,NA,102.178,NA,NA,NA,NA
,,12/29/2021,NA,158.251,122.741,NA,NA,NA,102.176,NA,NA,NA,NA,102.178,NA,NA,NA,NA
,,12/30/2021,NA,158.019,122.329,NA,NA,NA,102.132,NA,NA,NA,NA,102.118,NA,NA,NA,NA
,,12/31/2021,NA,157.997,122.591,NA,NA,NA,102.132,NA,NA,NA,NA,102.115,NA,NA,NA,NA
,,1/3/2022,NA,157.082,122.405,NA,NA,NA,102.091,NA,NA,NA,NA,102.089,NA,NA,NA,NA
,,1/4/2022,NA,157.534,122.42,NA,NA,NA,102.101,NA,NA,NA,NA,102.079,NA,NA,NA,NA
,,1/5/2022,NA,157.274,122.461,NA,NA,NA,102.087,NA,NA,NA,NA,102.066,NA,NA,NA,NA
,,1/6/2022,NA,157.174,122.254,NA,NA,NA,102.054,NA,NA,NA,NA,102.019,NA,NA,NA,NA
,,1/7/2022,NA,156.772,122.14,NA,NA,NA,102.036,NA,NA,NA,NA,102.006,NA,NA,NA,NA
,,1/10/2022,NA,156.539,122.047,NA,NA,NA,102.023,NA,NA,NA,NA,101.991,NA,NA,NA,NA
,,1/11/2022,NA,156.335,121.88,NA,NA,NA,102.011,NA,NA,NA,NA,101.977,NA,NA,NA,NA
,,1/12/2022,NA,156.528,122.039,NA,NA,NA,102.003,NA,NA,NA,NA,101.959,NA,NA,NA,NA
,,1/13/2022,NA,156.888,122.071,NA,NA,NA,101.958,NA,NA,NA,NA,101.916,NA,NA,NA,NA
,,1/14/2022,NA,155.891,121.83,NA,NA,NA,101.951,NA,NA,NA,NA,101.9,NA,NA,NA,NA
,,1/17/2022,NA,155.397,121.64,NA,NA,NA,101.947,NA,NA,NA,NA,101.885,NA,NA,NA,NA
,,1/18/2022,NA,155.111,121.553,NA,NA,NA,101.929,NA,NA,NA,NA,101.87,NA,NA,NA,NA
,,1/19/2022,NA,155.083,121.51,NA,NA,NA,101.916,NA,NA,NA,NA,101.856,NA,NA,NA,NA
,,1/20/2022,NA,155.252,121.62,NA,NA,NA,101.883,NA,NA,NA,NA,101.812,NA,NA,NA,NA
,,1/21/2022,NA,155.792,121.8,NA,NA,NA,101.869,NA,NA,NA,NA,101.798,NA,NA,NA,NA
,,1/24/2022,NA,156.058,121.916,NA,NA,NA,101.858,NA,NA,NA,NA,101.787,NA,NA,NA,NA
,,1/25/2022,NA,155.596,121.76,NA,NA,NA,101.843,NA,NA,NA,NA,101.766,NA,NA,NA,NA
,,1/26/2022,NA,155.483,121.767,NA,NA,NA,101.83,NA,NA,NA,NA,101.75,NA,NA,NA,NA
,,1/27/2022,NA,155.168,121.499,NA,NA,NA,101.792,NA,NA,NA,NA,101.708,NA,NA,NA,NA
,,1/28/2022,NA,154.93,121.31,NA,NA,NA,101.776,NA,NA,NA,NA,101.688,NA,NA,NA,NA
,,1/31/2022,NA,153.882,120.91,NA,NA,NA,101.759,NA,NA,NA,NA,101.661,NA,NA,NA,NA
,,2/1/2022,NA,153.626,120.76,NA,NA,NA,101.756,NA,NA,NA,NA,101.659,NA,NA,NA,NA
,,2/2/2022,NA,153.687,120.68,NA,NA,NA,101.733,NA,NA,NA,NA,101.635,NA,NA,NA,NA
,,2/3/2022,NA,151.961,119.87,NA,NA,NA,101.695,NA,NA,NA,NA,101.592,NA,NA,NA,NA
,,2/4/2022,NA,150.206,119.01,NA,NA,NA,101.691,NA,NA,NA,NA,101.573,NA,NA,NA,NA
,,2/7/2022,NA,149.444,118.42,NA,NA,NA,101.656,NA,NA,NA,NA,101.546,NA,NA,NA,NA
,,2/8/2022,NA,149.067,118.52,NA,NA,NA,101.642,NA,NA,NA,NA,101.527,NA,NA,NA,NA
,,2/9/2022,NA,149.897,118.91,NA,NA,NA,101.639,NA,NA,NA,NA,101.514,NA,NA,NA,NA
,,2/10/2022,NA,148.85,118.657,NA,NA,NA,101.594,NA,NA,NA,NA,101.459,NA,NA,NA,NA
,,2/11/2022,NA,148.548,118.65,NA,NA,NA,101.577,NA,NA,NA,NA,101.449,NA,NA,NA,NA
,,2/14/2022,NA,148.141,118.363,NA,NA,NA,101.575,NA,NA,NA,NA,101.426,NA,NA,NA,NA
,,2/15/2022,NA,147.651,118.183,NA,NA,NA,101.562,NA,NA,NA,NA,101.412,NA,NA,NA,NA
,,2/16/2022,NA,148.228,118.357,NA,NA,NA,101.544,NA,NA,NA,NA,101.412,NA,NA,NA,NA
,,2/17/2022,NA,148.812,118.573,NA,NA,NA,101.516,NA,NA,NA,NA,101.369,NA,NA,NA,NA
,,2/18/2022,NA,149.209,118.75,NA,NA,NA,101.497,NA,NA,NA,NA,101.353,NA,NA,NA,NA
,,2/21/2022,NA,148.771,118.467,NA,NA,NA,101.479,NA,NA,NA,NA,101.328,NA,NA,NA,NA
,,2/22/2022,NA,147.382,117.805,NA,NA,NA,101.479,NA,NA,NA,NA,101.302,NA,NA,NA,NA
,,2/23/2022,NA,147.601,117.83,NA,NA,NA,101.442,NA,NA,NA,NA,101.291,NA,NA,NA,NA
,,2/24/2022,NA,146.94,117.52,NA,NA,NA,101.396,NA,NA,NA,NA,101.232,NA,NA,NA,NA
,,2/25/2022,NA,146.284,117.51,NA,NA,NA,101.388,NA,NA,NA,NA,101.195,NA,NA,NA,NA
,,2/28/2022,NA,147.192,117.68,NA,NA,NA,101.381,NA,NA,NA,NA,101.196,NA,NA,NA,NA
,,3/1/2022,NA,150.001,119.22,NA,NA,NA,101.367,NA,NA,NA,NA,101.202,NA,NA,NA,NA
,,3/2/2022,NA,148.879,118.657,NA,NA,NA,101.341,NA,NA,NA,NA,101.177,NA,NA,NA,NA
,,3/3/2022,NA,149.081,118.387,NA,NA,NA,101.306,NA,NA,NA,NA,101.129,NA,NA,NA,NA
,,3/4/2022,NA,149.951,119.21,NA,NA,NA,101.299,NA,NA,NA,NA,101.109,NA,NA,NA,NA
,,3/7/2022,NA,148.336,118.65,NA,NA,NA,101.274,NA,NA,NA,NA,101.089,NA,NA,NA,NA
,,3/8/2022,NA,146.454,118.06,NA,NA,NA,101.264,NA,NA,NA,NA,101.064,NA,NA,NA,NA
,,3/9/2022,NA,145.288,117.619,NA,NA,NA,101.244,NA,NA,NA,NA,101.047,NA,NA,NA,NA
,,3/10/2022,NA,144.339,116.94,NA,NA,NA,101.203,NA,NA,NA,NA,101.003,NA,NA,NA,NA
,,3/11/2022,NA,144.616,116.997,NA,NA,NA,101.178,NA,NA,NA,NA,100.987,NA,NA,NA,NA
,,3/14/2022,NA,143.027,116.727,NA,NA,NA,101.165,NA,NA,NA,NA,100.978,NA,NA,NA,NA
,,3/15/2022,NA,143.521,116.887,NA,NA,NA,101.163,NA,NA,NA,NA,100.963,NA,NA,NA,NA
,,3/16/2022,NA,142.998,116.773,NA,NA,NA,101.147,NA,NA,NA,NA,100.941,NA,NA,NA,NA
,,3/17/2022,NA,143.201,116.7,NA,NA,NA,101.118,NA,NA,NA,NA,100.906,NA,NA,NA,NA
,,3/18/2022,NA,143.642,116.88,NA,NA,NA,101.107,NA,NA,NA,NA,100.896,NA,NA,NA,NA
,,3/21/2022,NA,142.431,116.68,NA,NA,NA,101.098,NA,NA,NA,NA,100.874,NA,NA,NA,NA
,,3/22/2022,NA,141.926,116.28,NA,NA,NA,101.078,NA,NA,NA,NA,100.87,NA,NA,NA,NA
,,3/23/2022,NA,142.628,116.383,NA,NA,NA,101.068,NA,NA,NA,NA,100.847,NA,NA,NA,NA
,,3/24/2022,NA,141.577,116.07,NA,NA,NA,101.033,NA,NA,NA,NA,100.812,NA,NA,NA,NA
,,3/25/2022,NA,140.911,115.8,NA,NA,NA,101.021,NA,NA,NA,NA,100.792,NA,NA,NA,NA
,,3/28/2022,NA,140.797,115.627,NA,NA,NA,101.008,NA,NA,NA,NA,100.786,NA,NA,NA,NA
,,3/29/2022,NA,140.43,115.507,NA,NA,NA,101.007,NA,NA,NA,NA,100.782,NA,NA,NA,NA
,,3/30/2022,NA,140.569,115.117,NA,NA,NA,100.983,NA,NA,NA,NA,100.75,NA,NA,NA,NA
,,3/31/2022,NA,141.657,115.78,NA,NA,NA,100.949,NA,NA,NA,NA,100.708,NA,NA,NA,NA
,,4/1/2022,NA,141.44,115.58,NA,NA,NA,100.927,NA,NA,NA,NA,100.695,NA,NA,NA,NA
,,4/4/2022,NA,142.284,115.91,NA,NA,NA,100.934,NA,NA,NA,NA,100.686,NA,NA,NA,NA
,,4/5/2022,NA,141.069,115.463,NA,NA,NA,100.917,NA,NA,NA,NA,100.663,NA,NA,NA,NA
,,4/6/2022,NA,140.568,115.363,NA,NA,NA,100.905,NA,NA,NA,NA,100.648,NA,NA,NA,NA
,,4/7/2022,NA,140.194,115.199,NA,NA,NA,100.857,NA,NA,NA,NA,100.606,NA,NA,NA,NA
,,4/8/2022,NA,139.736,115.06,NA,NA,NA,100.847,NA,NA,NA,NA,100.59,NA,NA,NA,NA
,,4/11/2022,NA,138.428,114.52,NA,NA,NA,100.835,NA,NA,NA,NA,100.579,NA,NA,NA,NA
,,4/12/2022,NA,138.591,114.738,NA,NA,NA,100.822,NA,NA,NA,NA,100.567,NA,NA,NA,NA
,,4/13/2022,NA,138.944,114.75,NA,NA,NA,100.765,NA,NA,NA,NA,100.493,NA,NA,NA,NA
,,4/14/2022,NA,138.944,114.759,NA,NA,NA,100.752,NA,NA,NA,NA,100.493,NA,NA,NA,NA
,,4/15/2022,NA,138.043,114.759,NA,NA,NA,100.752,NA,NA,NA,NA,100.484,NA,NA,NA,NA
